,sampling_location,sample_date,sample_time,weather_condition_dry_or_wet,top_sample_temperature_c,site_actual_depth_ft,top_sample_depth_ft,top_salinity_psu,top_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,percentage_o2_saturation_top_sample,light_trans_transparency_top_sample,top_sigma_t_kg_m3,top_fluorometer_mg_m3,top_sample_par_ue_s_m2,oxidation_reduction_potential_mv_top_sample,current_speed_knot,current_direction_current_direction,wind_speed_mph,wind_direction_wind_direction,sea_state,winkler_method_top_dissolved_oxygen_mg_l,secchi_depth_ft,top_ph,top_fecal_coliform_bacteria_cells_100ml,top_enterococci_bacteria_cells_100ml,top_nitrate_nitrite_mg_l,top_ammonium_mg_l,top_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,total_phosphorus_mg_l,top_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,top_dissolved_organic_carbon_mg_l,long,lat,type,bottom_sample_temperature_c,bottom_salinity_psu,winkler_method_bottom_dissolved_oxygen_mg_l,top_total_coliform_cells_100_ml,top_bottom_coliform_cells_100_ml,top_five_day_biochemical_oxygen_demand_mg_l,bottom_five_day_biochemical_oxygen_demand_mg_l,oakwood_bod_top_sample_mg_l,oakwood_bod_bottom_sample_mg_l,bottom_sample_depth_ft,bottom_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,percentage_o2_saturation_bottom_sample,bottom_sigma_t_kg_m3,bottom_fluorometer_mg_m3,bottom_ph,bottom_fecal_coliform_bacteria_cells_100ml,enterococcus_top_sample_less_than_or_greater_than_result,enterococcus_bottom_sample_less_than_or_greater_than_result,bottom_enterococci_bacteria_cells_100ml,bottom_total_suspended_solid_mg_l,sampling_comment,top_pcb_plate_count_thous_ml,bottom_pcb_plate_count_thous_ml,oxidation_reduction_potential_mv_bottom_sample,light_trans_transparency_bottom_sample,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,duplicate_sample,bottom_sample_par_ue_s_ue_s_m2,bottom_silica_mg_l,top_sample_salinity_ysi_psu,top_sample_temperature_ysi_c,top_coliform_log_no_ml,bottom_coliform_log_no_ml,fecal_coliform_top_sample_less_than_or_greater_than_result,chlorophyll_top_sample_field_u_l_ysi,top_dissolved_organic_carbon_ysi_mg_l,bottom_dissolved_organic_carbon_ysi_mg_l,bottom_sample_salinity_ysi_psu,bottom_sample_temperature_ysi_c,top_bacteria_per_c_c_1909,bottom_bacteria_per_c_c_1909,top_turbidity_nephelometric_turbidity_units,top_total_organic_carbon_mg_l,chlorophyll_bottom_sample_field_u_l_ysi,bottom_turbidity_ysi_nephelometric_turbidity_units,fecal_coliform_bottom_sample_less_than_or_greater_than_result,bottom_nitrate_nitrite_mg_l,bottom_ammonium_mg_l,bottom_ortho_phosphorus_mg_l,bottom_total_phosphorus_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,top_sample_depth_ysi_ft,bottom_depth_ysi_ft,bottom_active_chlorophyll_a_g_l
818,N3,1992-07-02T00:00:00.000,11:09 AM,,,51.0,,,,,,,,,,,,N,,,,6.6,2.5,7.67,,,0.28,0.31,0.056,,,0.13,41.0,3.6,,-73.954182,40.836396,Permanent,,,6.74,,,,,0.9,1.7,,,,,,,7.63,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,H5,1916-09-01T00:00:00.000,10:30 AM,,23.3,22.0,,25.55,,,,,,,,,,FL,,,,0.89,,,,,,,,,,,,,,-73.935832,40.787777,Permanent,23.3,25.9,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,N2,1982-08-04T00:00:00.000,11:16 AM,,25.6,,,13.4,,,,,,,,,,N,,,,4.4,,,,,,,,,,,,,,-73.930268,40.879447,Permanent,23.3,20.6,3.5,17000,3300,,,2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,N2,1982-08-04T00:00:00.000,11:16 AM,,25.6,,,13.4,,,,,,,,,,N,,,,4.4,,,,,,,,,,,,,,-73.930268,40.879447,Permanent,23.3,20.6,3.5,17000,3300,,,2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,E10,1963-08-08T00:00:00.000,1:10 PM,,22.8,88.0,,31.5,,,,,,,,,,NE,,,,5.8,,,,,,,,,,,,,,-73.765333,40.843667,Permanent,21.1,30.8,3.8,24,4,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,E6,2004-07-26T00:00:00.000,11:54 AM,Wet,21.59,18.0,5.0,22.05,3.27,,28.17,80.08,14.52,,,,0.9,W,11,E,1,3.1,6.0,7.11,240,7,0.263,0.727,,1.31,2.31,0.242,21.0,1.54,2.91,-73.860833,40.7855,Permanent,21.11,22.54,2.92,,,,,,,17.0,3.3,,29.36,15.01,,7.18,,,,,7.6,,,,,73.53,,,,,,,,,,,,0.66,2.18,2.28,,,,,,,,,,,,,,,,,
824,X26,1934-09-19T00:00:00.000,2:20 PM,,21.1,,,34.3,,,,,,,,,,W,,,,7.48,,,,,,,,,,,,,,-73.747027,40.592873,Permanent,20.6,34.3,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,E10,2006-08-21T00:00:00.000,11:30 AM,Dry,22.82,91.0,5.0,26.01,3.89,6.68,90.41,,17.18,,,185.799,0.8,W,10,N,1,6.97,4.5,7.43,2,1,0.029,0.025,0.085,0.856,1.606,0.145,4.75,23.92,2.75,-73.765333,40.843667,Permanent,21.21,26.66,1.61,,,,,,,83.0,3.85,1.4,18.44,18.1,,7.14,,,,,9.75,,,,172.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,X20,1932-09-14T00:00:00.000,12:45 PM,,20.0,,,33.6,,,,,,,,,,E,,,,8.49,,,,,,,,,,,,,,-73.815776,40.591146,Permanent,19.4,33.95,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,TNM,1970-08-06T00:00:00.000,2:06 PM,,21.1,,,27.7,,,,,,,,,,W,,,,4.5,,,,,,,,,,,,,,-73.79157,40.79928,Permanent,20.6,28.2,3.3,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,X1,1920-07-22T00:00:00.000,11:20 AM,,21.5,,,18.2,,,,,,,,,,FL,,,,2.87,,,,,,,,,,,,,,-74.007222,40.6875,Permanent,21,21.35,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,J10,1994-01-06T00:00:00.000,11:38 AM,,1.41,18.0,2.0,26.64,2.36,,,,21.31,,,,,N,,,,11.6,8.0,8.08,,,0.42,1.0,0.088,,,0.13,11.0,15.2,,-73.894721,40.621667,Permanent,1.45,26.95,11.35,,,,,2.3,2.3,5.0,2.39,,,21.56,,8.09,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,N16,2013-02-13T00:00:00.000,12:03 PM,Wet,4.95,28.0,3.0,32.79,3.15,,,77.26,25.93,7.1202,1276.3,92.82,1.2,S,2,S,1,9.72,4.0,8.02,,2,0.06,0.031,,0.512,0.181,0.083,11.0,3.5,3.1,-73.943667,40.529667,Permanent,4.92,32.79,9.93,,,,,,,23.0,3.15,,,25.93,8.6362,8.06,,<,,,9.0,,,,81.978,74.56,,,930.89,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,
831,J7,1971-07-01T00:00:00.000,11:25 AM,,25.6,,,25.4,,,,,,,,,,E,,,,6.0,,,,,,,,,,,,,,-73.820833,40.645333,Permanent,25,27.2,2.9,1700,450,,,5.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,E4,1984-10-03T00:00:00.000,9:50 AM,,17.2,,,25.2,,,,,,,,,,W,,,,5.6,,,,,,,,,,,,,,-73.922,40.7825,Permanent,17.8,25.4,5.6,33000,23000,,,2.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,E4,1984-10-03T00:00:00.000,9:50 AM,,17.2,,,25.2,,,,,,,,,,W,,,,5.6,,,,,,,,,,,,,,-73.922,40.7825,Permanent,17.8,25.4,5.6,33000,23000,,,2.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,BB2,2011-07-13T00:00:00.000,2:28 PM,Dry,26.43,12.0,3.0,25.28,4.08,0.74,10.56,53.11,15.59,26.9356,,199.504,WEAK,E,7,NNW,1,2.08,3.0,7.39,800,46,0.078,1.7,0.357,4.02,1.5,0.671,18.0,12.6,4.9,-73.82216,40.66004,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,,1177.1,,,,,,,,>,,,,,,,,,,,,,,,,,,,,
835,AC2,2014-04-08T00:00:00.000,10:10 AM,Wet,,0.92,,,,,,,,,,,,,,,,,,7.39,690,400,1.5,0.055,0.041,1.017,12.5,0.113,26.0,21.7,2.2,-73.751008,40.761904,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,9.02,,,,44.11,2.27,,,,,,48.01,,,,,,,,,,,,
836,NW,1982-07-20T00:00:00.000,5:00 PM,,23.3,,,25.2,,,,,,,,,,N,,,,4.5,,,,,,,,,,,,,,-74.05233,40.60577,Permanent,23.3,26.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,NW,1982-07-20T00:00:00.000,5:00 PM,,23.3,,,25.2,,,,,,,,,,N,,,,4.5,,,,,,,,,,,,,,-74.05233,40.60577,Permanent,23.3,26.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,TNM,1983-08-15T00:00:00.000,7:40 AM,,20.0,,,26.7,,,,,,,,,,W,,,,4.9,,,,,,,,,,,,,,-73.79157,40.79928,Permanent,20,26.7,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,J2,1997-06-23T00:00:00.000,11:47 AM,,21.71,44.0,3.28,27.21,3.96,8.32,111.17,55.94,18.39,25.94,4.21,,,E,18,W,2,4.41,3.0,8.04,5,,0.166,0.155,0.068,1.14,,0.172,21.0,50.4,,-73.885835,40.608055,Permanent,19.37,28.34,6.83,,,,,,,42.64,3.91,5.71,73.43,19.85,4.22,7.86,5.0,,,,11.0,,,,,65.63,,,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,MVJ,1984-08-07T00:00:00.000,2:00 PM,,26.7,,,11.1,,,,,,,,,,S,,,,5.7,,,,,,,,,,,,,,-73.925149,40.919699,Permanent,26.7,13.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,MVJ,1984-08-07T00:00:00.000,2:00 PM,,26.7,,,11.1,,,,,,,,,,S,,,,5.7,,,,,,,,,,,,,,-73.925149,40.919699,Permanent,26.7,13.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,H2,1933-08-10T00:00:00.000,11:55 AM,,25.6,16.0,,16.45,,,,,,,,,,S,,,,2.91,,,,,,,,,,,,,,-73.91861,40.858609,Permanent,25,16.1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,NC2,2015-06-24T00:00:00.000,9:41 AM,Wet,22.89,14.0,3.0,20.09,3.09,4.74,61.93,56.59,12.7,11.419,3629.7,252.325,,,4,NW,1,5.94,2.0,7.33,"4,300",960,0.217,0.474,0.112,1.194,1.15,0.291,16.0,19.3,2.94,-73.9355,40.728833,Permanent,21.66,21.23,4.75,,,,,,,12.0,3.16,2.88,36.98,13.88,5.8447,7.24,4500.0,,,360.0,17.0,,,,251.17,72.34,,,,,100.13,1.168,,,,,,,,,,,,,,,,,,,,,,,,,
844,N5,1926-08-04T00:00:00.000,10:05 AM,,25.0,49.0,,23.8,,,,,,,,,,S,,,,1.6,,,,,,,,,,,,,,-74.03,40.7045,Permanent,24.4,25.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,K4,2008-07-23T00:00:00.000,2:15 PM,Dry,26.12,39.0,3.0,23.81,3.84,4.97,70.42,,14.58,5.2629,28.51,,SLK,,12,E,1,5.99,8.0,7.27,,2,0.466,0.421,0.186,1.71,1.02,0.24,4.8,5.44,4.9,-74.211667,40.567,Permanent,25.88,24.08,5.5,,,,,,,37.0,3.86,4.33,61.1,14.85,2.9133,7.32,,,,,6.4,Fecal Top sample is questionable,,,,,,,427.18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
846,N7,2015-08-11T00:00:00.000,11:12 AM,Wet,22.91,44.0,3.0,26.01,3.9,5.91,79.93,74.77,17.16,4.7274,300.27,406.907,0.6,S,14,SW,1,6.2,4.0,7.55,5,2,0.178,0.294,,0.521,1.149,0.101,19.0,7.81,2.49,-74.053833,40.643833,Permanent,22.7,28.17,6.28,,,,,,,44.0,4.17,5.87,80.05,18.85,6.5671,7.57,,E,,,23.0,,,,422.928,70.99,,,,,0.0,0.944,,,,,,,,,,,,,,,,,,,,,,,,,
847,E14,1996-06-25T00:00:00.000,11:00 AM,,19.25,24.0,3.28,22.39,3.15,7.19,89.12,24.83,15.35,58.31,6.95,,,W,13,W,2,8.6,2.0,7.83,55,,0.222,0.435,0.069,1.3,,0.15,18.0,54.4,,-73.8645,40.800833,Permanent,17.7,23.84,7.24,1700,800,3.9,3.8,,,22.96,3.23,6.33,76.82,16.82,62.32,7.83,17.0,,,,72.0,,,,,49.92,,,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,H5,1936-03-30T00:00:00.000,1:55 PM,,10.6,22.0,,14.35,,,,,,,,,,N,,,,,,,,,,,,,,,,,,-73.935832,40.787777,Permanent,8.9,17.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,x1841_1911_DO,1911-10-06T00:00:00.000,10:06 AM,,16.0,,1.0,,,,,,,,,,,Ebb,,,,4.26,,,,,,,,,,,,,,-74.146111,40.654722,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,H3,1986-09-22T00:00:00.000,12:47 PM,,20.0,25.0,,12.0,,,,,,,,,,S,,,,5.3,3.5,7.3,89,,,,,,,,,,,-73.933833,40.828,Permanent,20,12,5.7,450,1300,,,0.7,0.6,,,,,,,7.4,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,J1,2007-04-24T00:00:00.000,12:40 PM,Dry,9.97,36.0,4.0,23.98,2.71,8.08,83.37,,18.37,,,122.277,0.7,E,12,NW,2,9.89,6.5,7.81,1,1,0.201,0.198,0.034,1.04,0.7,0.072,3.0,7.2,3.71,-73.884667,40.573333,Permanent,9.77,24.07,10.23,,,,,,,33.0,2.7,8.4,86.39,18.47,,7.87,,,,,3.25,,,,115.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,E1,1988-12-08T00:00:00.000,10:00 AM,,,46.0,,22.0,,,,,,,,,,W,,,,8.0,,,,,,,,,,,,,,-74.006548,40.7,Permanent,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,G1,1999-09-13T00:00:00.000,11:22 AM,,23.8,36.0,3.28,25.61,39.17,4.37,60.04,71.34,16.61,,,,,N,8,S,1,3.58,7.5,6.89,5,,0.533,0.493,,0.913,1.49,0.233,4.4,3.9,,-74.015271,40.662495,Permanent,23.36,27.01,4.38,,,,,,,36.08,40.73,4.33,59.44,17.79,,6.94,20.0,,,,4.4,,,,,65.11,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,
854,N4,1998-07-09T00:00:00.000,10:48 AM,,20.72,41.0,3.28,14.55,2.2,7.69,93.63,26.53,9.06,,15.04,,,N,0,0,0,7.5,3.0,,42,,0.354,0.157,,1.07,1.28,0.104,7.0,2.0,,-74.005833,40.7645,Permanent,19.01,21.92,6.21,,,,,,,39.36,3.08,6.77,83.29,15.05,,,24.0,,,,8.0,,,,,22.1,,,61.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,GC5,2015-07-27T00:00:00.000,10:02 AM,Wet,,7.3,,,,,,,,,,,,,,,,,,,9,50,0.181,0.288,0.08,0.597,0.9,0.094,25.0,0.95,2.76,-73.990053,40.676141,Permanent,,,,,,,,,,,,,,,,,27.0,E,E,10.0,17.0,No pH probe.,,,,,,,,,,0.869,22.93,22.65,,,,1.07,8.01,7.97,23.03,22.64,,,3.03,,0.94,4.07,,,,,,,,,
856,E1,1922-07-19T00:00:00.000,10:10 AM,,23.0,41.0,,22.4,,,,,,,,,,S,,,,0.98,,,,,,,,,,,,,,-74.006548,40.7,Permanent,23,21.35,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,E8,1947-07-03T00:00:00.000,12:05 PM,,18.9,88.0,,26.6,,,,,,,,,,S,,,,5.1,,,,,,,,,,,,,,-73.783667,40.8005,Permanent,18.3,27.3,5.1,,,2.0,1.0,,,,,,,,,,,,,,,,0.13,0.03,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
858,J3,2016-07-07T00:00:00.000,1:31 PM,Wet,25.76,33.0,3.0,28.28,4.5,7.36,106.0,60.5,18.05,11.14,,211.23,1.1,W,10.0,SSW,1,6.35,3.0,7.92,47,2,0.038,0.074,,0.586,1.409,0.246,10.0,22.6,2.93,-73.882833,40.627,Permanent,23.59,28.94,5.97,,,,,,,29.0,4.4,5.48,76.2,19.18,6.87,7.86,,<,,,6.0,,,,209.81,75.0,8.01,7.85,,,,1.405,,,,,,,,,,,,,,,,,,,,,,,,,
859,TNQ,1981-08-31T00:00:00.000,1:42 PM,,22.2,,,29.5,,,,,,,,,,W,,,,4.2,,,,,,,,,,,,,,-73.79204,40.79494,Permanent,22.2,29.5,4.0,1100,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,TNQ,1981-08-31T00:00:00.000,1:42 PM,,22.2,,,29.5,,,,,,,,,,W,,,,4.2,,,,,,,,,,,,,,-73.79204,40.79494,Permanent,22.2,29.5,4.0,1100,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,x69_1909,1909-04-15T00:00:00.000,4:15 PM,,,,1.0,,,,,,,,,,,Flood,,,,,,,,,,,,,,,,,,-73.179167,40.969444,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,
862,N1,2007-11-13T00:00:00.000,1:38 PM,Wet,12.33,50.0,4.0,14.42,1.8,5.46,56.16,,10.61,2.1688,80.62,,0.9,S,8,N,1,9.31,5.0,7.39,144,48,0.624,0.353,0.144,0.73,1.41,0.158,17.0,1.59,3.14,-73.916167,40.9145,Permanent,12.34,18.43,8.8,,,,,,,49.0,2.26,5.75,60.46,13.71,3.7276,7.34,,,,,22.0,,,,,,,,1502.55,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
863,K5A,1967-07-18T00:00:00.000,11:17 AM,,23.3,25.0,,24.85,,,,,,,,,,S,,,,3.7,,,,,,,,,,,,,,-74.245833,40.4845,Permanent,22.8,26.25,2.6,24,350,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,E3,1937-09-07T00:00:00.000,11:10 AM,,22.8,42.0,,23.8,,,,,,,,,,N,,,,2.34,,,,,,,,,,,,,,-73.966112,40.747499,Permanent,22.8,23.8,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,N6,2012-05-30T00:00:00.000,3:45 PM,Wet,19.55,57.0,3.0,20.98,2.99,5.99,73.95,,14.21,19.173,,,1.4,N,7,S,1,7.5,4.5,7.56,108,20,0.355,0.326,,0.256,1.49,0.096,5.0,5.1,2.38,-74.051333,40.664667,Permanent,18.13,28.31,,,,,,,,53.0,3.81,7.6,95.3,20.13,10.3609,,,E,,,,top samples only with kemmerer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,BR1,2013-07-08T00:00:00.000,9:06 AM,Dry,,1.54,,,,,,,,,,,,,,,,,,7.5,2000,1100,1.14,0.084,0.08,0.664,10.3,0.073,13.0,1.87,4.4,-73.862714,40.893142,Permanent,,,,,,,,,,,,,,,,,,E,,,,"BR,AC - LOW TIDAL PHASE",,,,,,,,,,,0.28,24.39,,,,1.76,5.78,,,,,,6.17,,,,,,,,,,,,
867,H3,2006-11-13T00:00:00.000,4:09 PM,Wet,11.94,24.0,5.0,7.83,1.01,8.76,85.37,,5.58,,,26.596,0,S,6,NE,1,9.24,2.0,7.47,152,66,0.421,0.191,0.068,0.759,3.089,0.109,10.25,1.24,4.58,-73.933833,40.828,Permanent,11.93,7.89,9.16,,,,,,,13.0,1.02,8.8,85.78,5.62,,7.52,,,,,3.75,,,,31.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,E12A,1997-03-18T00:00:00.000,1:52 PM,,4.61,7.0,3.28,23.08,2.27,14.69,132.78,69.5,18.27,7.18,3.85,,,E,7,N,1,13.57,6.0,8.19,,,0.149,0.104,0.008,0.594,,0.051,70.0,35.9,,-73.798328,40.829722,Permanent,3.84,23.31,13.68,,,2.5,3.0,,,9.84,2.24,15.39,136.69,18.51,11.97,8.21,,,,,82.0,,,,,68.07,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,FLC1,2009-08-31T00:00:00.000,12:01 PM,Dry,23.31,15.0,3.0,22.45,3.44,3.2,42.77,,14.36,25.6402,49.69,110.955,LW SLACK,,LT AIRS,,1,2.84,3.5,7.2,90,21,0.232,0.629,0.219,1.66,3.05,0.308,10.8,15.2,4.0,-73.836667,40.762167,Permanent,23.49,23.22,3.16,,,,,,,12.0,3.56,2.05,27.56,14.89,13.597,7.18,,,,,12.8,,,,117.858,,8.17,8.13,1005.4,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,
870,H3,1961-08-14T00:00:00.000,10:15 AM,,25.0,15.0,,16.8,,,,,,,,,,S,,,,3.8,,,,,,,,,,,,,,-73.933833,40.828,Permanent,24.4,16.8,3.9,93,1100,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,H4,1956-08-22T00:00:00.000,12:40 PM,,22.8,20.0,,23.1,,,,,,,,,,N,,,,1.3,,,,,,,,,,,,,,-73.929168,40.803613,Permanent,22.2,25.2,1.4,240,460,2.0,2.0,,,,,,,,,,,,,,,,0.12,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,N1,2012-08-06T00:00:00.000,2:55 PM,Wet,27.27,50.0,3.0,14.18,2.45,5.69,77.93,54.65,7.03,20.2641,3343.1,347.43,0.3,N,12,W,1,5.89,2.0,7.42,40,2,0.478,0.204,,0.796,1.72,0.172,16.0,2.2,3.53,-73.916167,40.9145,Permanent,26.39,15.93,5.21,,,,,,,51.0,2.68,4.85,66.03,8.6,7.7661,7.39,,E,,,21.0,,,,358.594,59.62,7.65,7.53,2224.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
873,J7,2016-06-29T00:00:00.000,12:24 PM,Wet,24.56,26.0,3.0,26.39,4.1,6.33,88.4,66.5,16.97,8.72,,231.15,0.3,E,3.0,N,1,5.94,4.0,7.89,"12,400",4,0.144,0.208,,0.928,2.309,0.443,8.0,18.8,3.74,-73.820833,40.645333,Permanent,23.64,27.32,5.43,,,,,,,23.0,4.1,4.28,59.1,17.94,9.95,7.93,,E,,,13.0,,,,233.16,72.1,8.05,7.92,,,,2.229,,,,,,,,,,,,,,,,,,,,,,,,,
874,FLC2,2010-07-06T00:00:00.000,1:36 PM,Dry,24.18,15.5,3.0,23.61,3.67,9.07,124.05,46.08,14.99,60.0903,124.68,284.45,0.1,E,4,VAR,1,8.74,2.0,7.73,800,3,0.164,0.19,0.088,1.269,0.842,0.242,6.0,33.6,3.5,-73.842833,40.765,Permanent,21.57,24.45,7.76,,,,,,,13.0,3.59,4.53,59.33,16.34,25.8591,7.64,,,,,6.0,,,,304.001,61.95,7.96,7.45,1899.4,,0.17,,,,,,E,,,,,,,,,,,,,,,,,,,,
875,N8,1911-07-13T00:00:00.000,1:09 PM,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,-74.0455,40.606167,Permanent,22,,3.43,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,J2,2016-08-16T00:00:00.000,3:08 PM,Dry,28.66,39.0,4.0,28.11,4.7,7.25,109.5,45.6,17.01,31.3,,218.54,1.6,N,20.0,S,1,7.02,2.0,7.89,12,1,0.069,0.123,,0.975,0.597,0.317,9.0,63.9,3.5,-73.885835,40.608054,Permanent,27.63,28.68,4.56,,,,,,,38.0,4.7,4.12,61.4,17.77,14.06,7.75,,<,,,9.0,,,,217.89,58.9,8.03,7.76,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,
877,E7,1970-07-13T00:00:00.000,11:36 AM,,19.4,,,26.5,,,,,,,,,,E,,,,5.4,,,,,,,,,,,,,,-73.8205,40.805,Permanent,18.3,26.9,4.5,54000,3300,,,5.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,E9,1955-07-14T00:00:00.000,12:20 PM,,20.6,69.0,,30.8,,,,,,,,,,NE,,,,5.7,,,,,,,,,,,,,,-73.777221,40.832226,Permanent,21.1,30.8,5.4,15,2,2.0,1.0,,,,,,,,,,,,,,,,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,K5,1920-09-03T00:00:00.000,12:50 PM,,22.0,35.0,,21.7,,,,,,,,,,FL,,,,7.9,,,,,,,,,,,,,,-74.258833,40.508833,Permanent,22,23.45,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,GC3,2013-02-12T00:00:00.000,9:27 AM,Wet,,11.0,,,,,,,,,,,,,,,,,,7.42,25000,21000,0.634,0.708,0.18,2.13,2.56,0.297,10.0,1.4,5.8,-73.988236,40.679429,Permanent,,,,,,,,,,,,,,,,7.51,3600.0,,,3300.0,7.0,,,,,,,,,,,1.78,22.53,3.9,,,,3.43,6.3,7.71,23.77,3.81,,,9.17,,4.03,8.4,,,,,,,,,
