development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_hcf,water_sewer_charges,other_charges
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 01,AMR,BLD 01,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,7992138,2019-07,2019-06-30T00:00:00.000,2019-07-18T00:00:00.000,18,E13304205,N,3978.63,Basic Water and Sewer,Yes,385,3978.63,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),114-54 INWOOD STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003469,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48016285,N,236.52,Basic Water and Sewer,Yes,23,236.52,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 10,AMR,BLD 10,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,7997168,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20290492,N,872.11,Basic Water and Sewer,Yes,85,872.11,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),138-11 LINDEN BOULEVARD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003619,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20475069,N,61.54,Basic Water and Sewer,Yes,6,61.54,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),113-14 196TH STREET,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003654,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21225787,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,MANHATTANVILLE REHAB (GROUP 2),BLD 03,AMR,STORE 01-02,296,557,M029600,FEDERAL,NY005010810P,NEW YORK CITY WATER BOARD,7997190,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K16839989,N,2389.67,Basic Water and Sewer,Yes,233,2389.67,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8003933,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20527603,N,307.93,Basic Water and Sewer,Yes,30,307.93,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),114-44 198TH STREET,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8005103,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19369024,N,41.88,Basic Water and Sewer,Yes,1,41.88,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 27,AMR,BLD 27,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8002647,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K16792341,N,4760.06,Basic Water and Sewer,Yes,464,4760.06,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 17,AMR,BLD 17,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8002603,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G13008478,N,0.0,Basic Water and Sewer,Yes,81,0.0,0.0
LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,LOWER EAST SIDE REHAB (GROUP 5),BLD 02,AMR,"BLD 02, STORE 04-05",292,555,M029200,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,7999916,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G11019423,N,4139.94,Basic Water and Sewer,Yes,403,4139.94,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),104-14 164TH PLACE,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003486,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48001903,N,174.98,Basic Water and Sewer,Yes,17,174.98,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),150-36 116TH ROAD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999852,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48009196,N,51.2,Basic Water and Sewer,Yes,5,51.2,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),214-15 HOLLIS AVENUE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8000142,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48014604,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),153 BEACH 59TH STREET,NONE,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003293,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,D88865432,Y,256.96,Basic Water and Sewer,Yes,25,256.96,0.0
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,AMR,BLD 02,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,8003777,2019-07,2019-07-18T00:00:00.000,2019-07-24T00:00:00.000,6,E14293103,Y,1364.1,Basic Water and Sewer,Yes,132,1364.1,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),173-09 143RD ROAD,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004111,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21228007,N,308.16,Basic Water and Sewer,Yes,30,308.16,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),110-16 207TH STREET,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003524,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19432595,N,174.52,Basic Water and Sewer,Yes,17,174.52,0.0
SMITH,MANHATTAN,SMITH,BLD 08,AMR,STORE 01,27,531,M002700,FEDERAL,NY005000270P,NEW YORK CITY WATER BOARD,8004468,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19822076,N,74.69,Basic Water and Sewer,Yes,7,74.69,0.0
SOTOMAYOR HOUSES,BRONX,SOTOMAYOR HOUSES,BLD 31 - Community Center,AMR,Community Center,67,222,B206700,FEDERAL,NY005010670P,NEW YORK CITY WATER BOARD,7999118,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V84009379,N,95.36,Basic Water and Sewer,Yes,9,95.36,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),111-46 156TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999518,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19489541,N,41.88,Basic Water and Sewer,Yes,1,41.88,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),115-27 208TH STREET,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8005110,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19370659,N,41.88,Basic Water and Sewer,Yes,1,41.88,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 41,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,8004056,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O76882752,N,502.88,Basic Water and Sewer,Yes,49,502.88,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999255,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48018374,N,112.97,Basic Water and Sewer,Yes,11,112.97,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),113-44 SPRINGFIELD BOULEVARD,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999562,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V52232165,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),137-22 WESTGATE STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999143,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20442865,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,AMR,BLD 03,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8004874,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20453242,N,113.21,Basic Water and Sewer,Yes,11,113.21,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 03,AMR,BLD 03,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,7999742,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,I13012733,N,6951.66,Basic Water and Sewer,Yes,677,6951.66,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 39,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,7998608,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O76882750,N,420.43,Basic Water and Sewer,Yes,41,420.43,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),105-11 171ST PLACE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999212,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48017452,N,81.97,Basic Water and Sewer,Yes,8,81.97,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),341 BERRIMAN STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999248,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20372432,N,235.35,Basic Water and Sewer,Yes,23,235.35,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),111-37 144TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999528,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,E20710783,Y,51.49,Basic Water and Sewer,Yes,5,51.49,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 42,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,7999912,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E12324074,N,2042.03,Basic Water and Sewer,Yes,199,2042.03,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 04,AMR,BLD 04,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8003312,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78779274,N,4290.75,Basic Water and Sewer,Yes,418,4290.75,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 05,AMR,BLD 05,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,8011051,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K16795588,N,4026.03,Basic Water and Sewer,Yes,392,4026.03,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 05,AMR,BLD 05,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,8011177,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G13042166,N,15308.85,Basic Water and Sewer,Yes,1491,15308.85,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),190-18 119TH AVENUE,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003441,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20275744,N,102.64,Basic Water and Sewer,Yes,10,102.64,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),129-04 142ND STREET,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003599,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21226549,N,43.69,Basic Water and Sewer,Yes,4,43.69,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),117-17 204TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004787,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19423193,N,163.95,Basic Water and Sewer,Yes,16,163.95,0.0
SHELTON HOUSE,QUEENS,SHELTON HOUSE,BLD 01,AMR,,279,505,Q027900,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8007455,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E13092219,N,7802.4,Basic Water and Sewer,Yes,760,7802.4,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),117-37 192ND STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7920873,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E21226916,N,36.8,Basic Water and Sewer,Yes,3,36.8,0.0
INTERNATIONAL TOWER,QUEENS,INTERNATIONAL TOWER,BLD 01,AMR,BLD 01,316,296,Q031600,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,7921222,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E13090623,N,8141.41,Basic Water and Sewer,Yes,806,8141.41,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),117-11 192ND STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7911996,2019-06,2019-05-19T00:00:00.000,2019-06-18T00:00:00.000,30,V52311732,N,181.82,Basic Water and Sewer,Yes,18,181.82,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 42,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,7920926,2019-06,2019-05-24T00:00:00.000,2019-06-20T00:00:00.000,27,E12324074,N,1767.68,Basic Water and Sewer,Yes,175,1767.68,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 04,NONE,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,7921938,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,O78224452,N,838.38,Basic Water and Sewer,Yes,83,838.38,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 43,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,7921089,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,B35397973,N,353.54,Basic Water and Sewer,Yes,35,353.54,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),220-23 135TH AVENUE,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7921028,2019-06,2019-05-24T00:00:00.000,2019-06-22T00:00:00.000,29,E20464543,N,36.8,Basic Water and Sewer,Yes,1,36.8,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7922187,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,G13029990,N,1383.84,Basic Water and Sewer,Yes,137,1383.84,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7917189,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E19508239,N,40.4,Basic Water and Sewer,Yes,4,40.4,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),186-10 FOCH BOULEVARD,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7917589,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E23152232,N,101.01,Basic Water and Sewer,Yes,10,101.01,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),133-24 135TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7922010,2019-06,2019-05-24T00:00:00.000,2019-06-22T00:00:00.000,29,V48019845,Y,40.4,Basic Water and Sewer,Yes,4,40.4,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),69-33 BAYFIELD AVENUE,NONE,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7921093,2019-06,2019-05-24T00:00:00.000,2019-06-22T00:00:00.000,29,V52092476,Y,36.8,Basic Water and Sewer,Yes,1,36.8,0.0
INGERSOLL,BROOKLYN,INGERSOLL,BLD 35,NONE,,14,510,K001400,,NY005000140P,NEW YORK CITY WATER BOARD,7920903,2019-06,2019-05-24T00:00:00.000,2019-06-22T00:00:00.000,29,D60034850,Y,36.8,Basic Water and Sewer,Yes,1,36.8,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 19,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7922219,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,V31625179,N,1676.77,Basic Water and Sewer,Yes,166,1676.77,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-69 145TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7917661,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,V48011424,N,36.8,Basic Water and Sewer,Yes,3,36.8,0.0
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 51,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,7917905,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E13304661,N,90.91,Basic Water and Sewer,Yes,9,90.91,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),197-22 122ND AVENUE,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7917957,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E21225072,N,222.22,Basic Water and Sewer,Yes,22,222.22,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 16,AMR,BLD 16,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,7916364,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E20312472,N,535.35,Basic Water and Sewer,Yes,53,535.35,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 04,AMR,BLD 04,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,7921203,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,A06002042,N,6040.4,Basic Water and Sewer,Yes,598,6040.4,0.0
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 10,AMR,,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,7921402,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,O78997343,N,3404.04,Basic Water and Sewer,Yes,337,3404.04,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),198-16 116TH AVENUE,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7917649,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E19337618,N,36.8,Basic Water and Sewer,Yes,0,36.8,0.0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,7920963,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E13126719,N,5717.17,Basic Water and Sewer,Yes,566,5717.17,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 27,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7933052,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,V31847574,N,1777.78,Basic Water and Sewer,Yes,176,1777.78,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 08,AMR,BLD 08,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,7916889,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E20290495,N,434.34,Basic Water and Sewer,Yes,43,434.34,0.0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,7922368,2019-06,2019-05-24T00:00:00.000,2019-06-22T00:00:00.000,29,E15220843,Y,3060.6,Basic Water and Sewer,Yes,303,3060.6,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),194-17 114TH DRIVE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7916977,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E19333161,N,252.53,Basic Water and Sewer,Yes,25,252.53,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),119-44 INWOOD STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7922299,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,V48014759,N,36.8,Basic Water and Sewer,Yes,3,36.8,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),114-39 203RD STREET,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7917636,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E18457079,N,121.21,Basic Water and Sewer,Yes,12,121.21,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP II),110-26 216TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7919878,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E20332250,N,101.01,Basic Water and Sewer,Yes,10,101.01,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7921025,2019-06,2019-05-24T00:00:00.000,2019-06-22T00:00:00.000,29,E23129096,Y,50.51,Basic Water and Sewer,Yes,5,50.51,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),126-01 116TH AVENUE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7922113,2019-06,2019-05-24T00:00:00.000,2019-06-22T00:00:00.000,29,N32445032,Y,36.8,Basic Water and Sewer,Yes,1,36.8,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 48,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7921277,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,V31952918,N,525.25,Basic Water and Sewer,Yes,52,525.25,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),171-28 111TH AVENUE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7918009,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,K15842657,N,50.51,Basic Water and Sewer,Yes,5,50.51,0.0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,7916355,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,E97172487,N,424.24,Basic Water and Sewer,Yes,42,424.24,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),188-23 LEWISTON AVENUE,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7916940,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,B18138683,N,70.71,Basic Water and Sewer,Yes,7,70.71,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7336502,2019-06,2018-07-18T00:00:00.000,2019-06-30T00:00:00.000,347,UN-METERED,N,19612.51,MULTIFAMILY,Yes,0,19612.51,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),118-22 197TH STREET,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7918023,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,V48008382,N,161.62,Basic Water and Sewer,Yes,16,161.62,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 14,AMR,STORE 01,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7921627,2019-06,2019-05-22T00:00:00.000,2019-06-20T00:00:00.000,29,G13039199,N,1727.27,Basic Water and Sewer,Yes,171,1727.27,0.0
