violationid,buildingid,registrationid,boroid,boro,housenumber,lowhousenumber,highhousenumber,streetname,streetcode,zip,story,block,lot,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,latitude,longitude,communityboard,councildistrict,censustract,bin,bbl,nta,apartment,certifieddate,newcertifybydate,newcorrectbydate
10002921,347211,304323,3,BROOKLYN,1374,1374,1374,OCEAN AVENUE,67530,11230,2,6703,78,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,509,4707565,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE 4TH MARBLE TREAD UP  AT PUBLIC HALL STAIRS, 2nd STORY, SECTION  AT  EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-22T00:00:00.000,Original,Close,40.62874,-73.956978,14,45,764,3179460,3067030078,Flatbush,,,,
10002927,205745,319230,3,BROOKLYN,1600,1600,1600,BEDFORD AVENUE,18630,11225,1,1280,39,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,504,4707485,"SECTION 27-2005 ADM CODE  PROVIDE AN ACCEPTABLE MECHANICAL HEAVY DUTY LOCK AND LATCH SET AT BUILDING ENTRANCE DOOR  AT PUBLIC HALL, 1st STORY",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-01-13T00:00:00.000,Original,Close,40.668025,-73.95604,9,35,325,3033461,3012800039,Crown Heights South,,,,
10002901,347211,304323,3,BROOKLYN,1374,1374,1374,OCEAN AVENUE,67530,11230,Fire Escape,6703,78,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,539,4707565,"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES TRASH ON 2ND STORY BALCONY AT WEST  COURT",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2018-09-27T00:00:00.000,Original,Close,40.62874,-73.956978,14,45,764,3179460,3067030078,Flatbush,,,,
10002944,80103,203993,2,BRONX,815,815,815,GERARD AVENUE,35020,10451,2,2483,23,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,583,4707334,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 2M, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-10-04T00:00:00.000,Original,Close,40.825863,-73.925913,4,8,63,2002978,2024830023,West Concourse,2M,2013-12-05T00:00:00.000,,
10002945,80103,203993,2,BRONX,815,815,815,GERARD AVENUE,35020,10451,2,2483,23,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707334,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 2M, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-10-04T00:00:00.000,Original,Close,40.825863,-73.925913,4,8,63,2002978,2024830023,West Concourse,2M,2013-12-05T00:00:00.000,,
10002955,111969,202596,2,BRONX,1268,1268,1268,STRATFORD AVENUE,67120,10472,4,3777,35,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,583,4707407,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT  CEILING  AND  EAST  WALL   IN THE BATHROOM  LOCATED AT APT D6, 4th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-17T00:00:00.000,Original,Close,40.830766,-73.875853,9,18,62,2025368,2037770035,West Farms-Bronx River,D6,,,
12201840,390628,345223,3,BROOKLYN,1722,1722,1722,WEST 4 STREET,90680,11223,1,6652,13,A,2018-01-19T00:00:00.000,2018-01-22T00:00:00.000,2018-05-12T00:00:00.000,2018-04-28T00:00:00.000,722,5998280,"SECTION 27-2053 ADM CODE  POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2018-01-23T00:00:00.000,8,FALSE CERTIFICATION,2019-03-09T00:00:00.000,Original,Open,40.605574,-73.977268,11,44,424,3176904,3066520013,Bensonhurst East,,2018-04-30T00:00:00.000,,
12204470,112486,208672,2,BRONX,1475,1475,1475,TAYLOR AVENUE,67620,10460,3,3899,37,A,2018-01-22T00:00:00.000,2018-01-23T00:00:00.000,2018-05-13T00:00:00.000,2018-04-29T00:00:00.000,556,5998901,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE NORTH WALL   IN THE 4th ROOM  FROM NORTH LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",2018-01-24T00:00:00.000,9,VIOLATION DISMISSED,2018-07-05T00:00:00.000,Original,Close,40.836818,-73.866265,9,18,218,2028219,2038990037,West Farms-Bronx River,13,2018-04-24T00:00:00.000,,
10002956,111969,202596,2,BRONX,1268,1268,1268,STRATFORD AVENUE,67120,10472,4,3777,35,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,556,4707406,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WEST  WALL   IN THE 1st ROOM  FROM EAST LOCATED AT APT D6, 4th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-17T00:00:00.000,Original,Close,40.830766,-73.875853,9,18,62,2025368,2037770035,West Farms-Bronx River,D6,,,
10002960,111969,202596,2,BRONX,1268,1268,1268,STRATFORD AVENUE,67120,10472,4,3777,35,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,556,4707406,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT NORTH  WALL   IN THE KITCHEN  LOCATED AT APT D6, 4th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-17T00:00:00.000,Original,Close,40.830766,-73.875853,9,18,62,2025368,2037770035,West Farms-Bronx River,D6,,,
10002963,111969,202596,2,BRONX,1268,1268,1268,STRATFORD AVENUE,67120,10472,4,3777,35,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,501,4707407,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BELL  AND  RETURN  BUZZER   LOCATED AT APT D6, 4th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-06-27T00:00:00.000,Original,Close,40.830766,-73.875853,9,18,62,2025368,2037770035,West Farms-Bronx River,D6,,,
10002964,92572,213490,2,BRONX,874,874,874,LONGWOOD AVENUE,46820,10459,All Stories,2688,54,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,553,4707363,SECTION 27-2011 ADM CODE  CLEANSE TO THE SATISFACTION OF THIS DEPARTMENT THE INTERMEDIATE LANDINGS AND PUBLIC HALL STAIRS AT ALL STYS,2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-12-12T00:00:00.000,Original,Close,40.819054,-73.900826,2,17,85,2005172,2026880054,Longwood,,,,
10002968,111969,202596,2,BRONX,1268,1268,1268,STRATFORD AVENUE,67120,10472,4,3777,35,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,550,4707407,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT  CEILING  AND  EAST  WALL  IN THE BATHROOM  LOCATED AT APT D6, 4th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-17T00:00:00.000,Original,Close,40.830766,-73.875853,9,18,62,2025368,2037770035,West Farms-Bronx River,D6,,,
10002971,311865,369777,3,BROOKLYN,395,395,395,HERZL STREET,49230,11212,2,3598,25,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,569,4707874,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE, 2nd STORY, APARTMENT",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-10-01T00:00:00.000,Original,Close,40.659978,-73.913115,16,42,896,3082278,3035980025,Brownsville,2F,,,
10002973,311865,369777,3,BROOKLYN,395,395,395,HERZL STREET,49230,11212,2,3598,25,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,1503,4707874,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERABLE , 2nd STORY, APARTMENT",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-10-01T00:00:00.000,Original,Close,40.659978,-73.913115,16,42,896,3082278,3035980025,Brownsville,2F,,,
10002974,311865,369777,3,BROOKLYN,395,395,395,HERZL STREET,49230,11212,2,3598,25,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,702,4707874,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERABLE , 2nd STORY, APARTMENT",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-10-01T00:00:00.000,Original,Close,40.659978,-73.913115,16,42,896,3082278,3035980025,Brownsville,2F,,,
10002975,311865,369777,3,BROOKLYN,395,395,395,HERZL STREET,49230,11212,2,3598,25,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,570,4707874,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS, 2nd STORY, APARTMENT",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-10-01T00:00:00.000,Original,Close,40.659978,-73.913115,16,42,896,3082278,3035980025,Brownsville,2F,,,
10002981,363337,332096,3,BROOKLYN,94,94,94,ROCKAWAY PARKWAY,73480,11212,3,4615,11,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,569,4707903,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 11B, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-02-29T00:00:00.000,Original,Close,40.66396,-73.9233,17,41,892,3100106,3046150011,Brownsville,11B,,,
10002982,363337,332096,3,BROOKLYN,94,94,94,ROCKAWAY PARKWAY,73480,11212,3,4615,11,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,570,4707903,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS LOCATED AT APT 11B, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-02-29T00:00:00.000,Original,Close,40.66396,-73.9233,17,41,892,3100106,3046150011,Brownsville,11B,,,
10002985,276533,378098,3,BROOKLYN,903,903,903,EAST 76 STREET,37492,11236,1,8013,7501,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,1503,4707862,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERABLE  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-28T00:00:00.000,Original,Open,40.633496,-73.916089,18,46,956,3340423,3080137501,Canarsie,1R,,,
10002986,276533,378098,3,BROOKLYN,903,903,903,EAST 76 STREET,37492,11236,1,8013,7501,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,702,4707862,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERABLE  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-28T00:00:00.000,Original,Open,40.633496,-73.916089,18,46,956,3340423,3080137501,Canarsie,1R,,,
10002988,276533,378098,3,BROOKLYN,903,903,903,EAST 76 STREET,37492,11236,1,8013,7501,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,568,4707862,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-28T00:00:00.000,Original,Open,40.633496,-73.916089,18,46,956,3340423,3080137501,Canarsie,1R,,,
10002989,276533,378098,3,BROOKLYN,903,903,903,EAST 76 STREET,37492,11236,1,8013,7501,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,550,4707862,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT WEST WALL, SOUTH WALL AND CEILING  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-28T00:00:00.000,Original,Open,40.633496,-73.916089,18,46,956,3340423,3080137501,Canarsie,1R,,,
10002990,276533,378098,3,BROOKLYN,903,903,903,EAST 76 STREET,37492,11236,1,8013,7501,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,583,4707862,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT           CEILING IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-28T00:00:00.000,Original,Open,40.633496,-73.916089,18,46,956,3340423,3080137501,Canarsie,1R,,,
10002991,276533,378098,3,BROOKLYN,903,903,903,EAST 76 STREET,37492,11236,1,8013,7501,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,550,4707862,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT           WEST WALL IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-28T00:00:00.000,Original,Open,40.633496,-73.916089,18,46,956,3340423,3080137501,Canarsie,1R,,,
10002993,276533,378098,3,BROOKLYN,903,903,903,EAST 76 STREET,37492,11236,1,8013,7501,B,2013-10-10T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,583,4707862,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN           1st CLOSET  FROM SOUTH AT WEST WALL WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-28T00:00:00.000,Original,Open,40.633496,-73.916089,18,46,956,3340423,3080137501,Canarsie,1R,,,
10002994,172520,308532,3,BROOKLYN,2109,2109,2109,76 STREET,10380,11214,1,6230,70,C,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-10-28T00:00:00.000,2013-10-23T00:00:00.000,510,4707474,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF HOT WATER 162 DEGREE  IN THE KITCHEN  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-10-18T00:00:00.000,Original,Close,40.608639,-73.989725,11,44,268,3160471,3062300070,Bensonhurst West,1F,,,
10002996,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,568,4707289,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-27T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10002997,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,569,4707289,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-06-10T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10002998,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,702,4707289,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR ..  IN THE 2nd PRIVATE HALLWAY  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-27T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10002999,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,1502,4707289,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE 2nd PRIVATE HALLWAY  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-27T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003000,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,556,4707288,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT           1st CLOSET  FROM WEST AT NORTH WALL DOOR IN THE 2nd PRIVATE HALLWAY  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,21,NOT COMPLIED WITH,2016-08-27T00:00:00.000,Original,Open,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003001,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,583,4707289,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-06-10T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003002,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707289,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE BATHROOM  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-06-10T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003003,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,556,4707288,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT           1st CLOSET  FROM SOUTH AT WEST WALL DOOR,         1st DOOR  FROM SOUTH AT WEST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,21,NOT COMPLIED WITH,2016-08-27T00:00:00.000,Original,Open,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003004,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,554,4707288,"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION AT           1st RADIATOR  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-27T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003005,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707289,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT           EAST WALL,         SOUTH WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-06-10T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003006,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,556,4707288,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT           1st CLOSET  FROM NORTH AT EAST WALL DOOR,         1st DOOR  FROM WEST AT NORTH WALL IN THE 2nd ROOM  FROM EAST LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,21,NOT COMPLIED WITH,2016-08-27T00:00:00.000,Original,Open,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003007,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,554,4707288,"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION AT           1st RADIATOR  FROM NORTH AT EAST WALL IN THE 5th ROOM  FROM EAST LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-08-27T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003008,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707289,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT           CEILING,         EAST WALL IN THE KITCHEN  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-06-10T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
10003010,60503,207305,2,BRONX,2353,2353,2353,DAVIDSON AVENUE,23520,10468,4,3198,34,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,583,4707289,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT           CEILING IN THE KITCHEN  LOCATED AT APT 8I, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-06-10T00:00:00.000,Original,Close,40.8604,-73.903841,7,14,253,2014256,2031980034,Kingsbridge Heights,8I,,,
