,requestid,applicationid,requesttype,house,street,borough,bin,block,lot,ownername,expirationdate,make,model,burnermake,burnermodel,primaryfuel,secondaryfuel,quantity,issuedate,status,premisename
859,206572,CA005599,REGISTRATION,1292,ROCKLAND AVENUE,STATENISLAND,109192.0,2360.0,7501.0,PLP MANAGEMENT CORP.,2020-01-19T00:00:00.000,"A.O. SMITH, BC-399","A.O. SMITH, BC-399",INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,2017-04-17T10:00:38.000,EXPIRED        ,
860,133460,CA005662,CERTIFICATE TO OPERATE,444,EAST 87 STREET,MANHATTAN,50555.0,1566.0,29.0,STARLIGHT REALTY CO,1991-07-11T00:00:00.000,FEDERAL FL W 729,FEDERAL FL W 729,PETRO WD 3AH,PETRO WD 3AH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
861,55157,CA005672,REGISTRATION,25,PRINCE STREET,MANHATTAN,7912.0,508.0,7504.0,CAROL MC CUTCHEON,1983-11-01T00:00:00.000,HB SMITH 2000 L S 6,HB SMITH 2000 L S 6,CARLIN 150 FRD-1,CARLIN 150 FRD-1,NO2FUEL,NONE,1,1972-01-01T00:00:00.000,EXPIRED        ,
862,117910,CA005675,CERTIFICATE TO OPERATE,622,WEST 168 STREET,MANHATTAN,84386.0,2138.0,40.0,PRESBYTERIAN HOSPITAL,1992-11-29T00:00:00.000,COMB. ENG. VP12W,COMB. ENG. VP12W,COEN MV,COEN MV,NO6FUEL,NO6FUEL,2,1900-01-01T00:00:00.000,CANCELLED      ,
863,53014,CA005678,REGISTRATION,637,HENRY STREET,BROOKLYN,5329.0,370.0,2.0,"HYMAN, MEL",1996-08-21T00:00:00.000,WEIL MC LAIN (EX)        LG 8 SERIES 2,WEIL MC LAIN (EX)        LG 8 SERIES 2,WEIL MC LAIN             INTEGRAL WITH B,WEIL MC LAIN             INTEGRAL WITH B,NATURALGAS,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,
864,26783,CA005681,REGISTRATION,72,SCHERMERHORN STREET,BROOKLYN,2703.0,271.0,34.0,NY HOTEL TRADES COUNCIL,2017-01-09T00:00:00.000,H B SMITH # G-400-8,H B SMITH # G-400-8,H B SMITH -INTEGRAL,H B SMITH -INTEGRAL,NATURALGAS,NONE,1,2014-08-05T15:45:11.000,EXPIRED        ,NY HOTEL TRADES COUNCIL
865,133458,CA005683,CERTIFICATE TO OPERATE,1806,OCEAN AVENUE,BROOKLYN,181125.0,6748.0,16.0,S &AMP; F OCEAN REALTY CO.,2000-07-01T00:00:00.000,FEDERAL FST-60,FEDERAL FST-60,INDUST COMBUS MMG-34(P),INDUST COMBUS MMG-34(P),NO4FUEL,NO4FUEL,1,1900-01-01T00:00:00.000,CANCELLED      ,
866,133457,CA005684,CERTIFICATE TO OPERATE,121-16,OCEAN PROMENADE,QUEENS,304945.0,16231.0,44.0,BAROCREST APARTMENTS ,2006-02-19T00:00:00.000,PACIFIC SM9182,PACIFIC SM9182,ICI DE-635,ICI DE-635,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
867,223627,CA005685,REGISTRATION,109,THOMPSON STREET,MANHATTAN,1007789.0,503.0,25.0,FULCRUM LLC % A J CLARKE MGMT,2021-01-09T00:00:00.000,WEIL MCLAIN (NEW),BL 886,CARLIN,801 CRD,NO2FUEL,NONE,1,2017-12-28T09:36:45.000,CURRENT        ,FULCRUM LLC % AJ CLARKE RE CORP
868,122263,CA005686,CERTIFICATE TO OPERATE,32,WEST   82 STREET,MANHATTAN,31144.0,1195.0,48.0,32 WEST 82 OWNERS INC.  CHARLES H. GREENTHAL ,2014-07-01T00:00:00.000,ROCKMILLS MP80,ROCKMILLS MP80,I.C.I. MEG-34P,I.C.I. MEG-34P,NO6FUEL,NONE,1,1986-11-12T00:00:00.000,CANCELLED      ,
869,216074,CA005687,REGISTRATION INSPECTION,1280,EAST 18 STREET,BROOKLYN,180685.0,6737.0,30.0,EI-SO REALTY CO. LIC #2,2020-09-03T00:00:00.000,FEDERAL -,FST 90,INDUSTRIAL COMBUSTION -,DEG 42 (P),NO2FUEL,NATURALGAS,1,2017-09-21T11:37:14.000,CURRENT        ,
870,229060,CA005688,REGISTRATION,803,WASHINGTON STREET,MANHATTAN,1078363.0,643.0,38.0,803-07 WASHINGTON ST.LLC-ATT:ROMANOFF,2021-01-19T00:00:00.000,WEIL MCLAIN,# H 876-S,CARLIN,301 CRD,NO2FUEL,NONE,1,2018-03-01T15:50:23.000,CURRENT        ,803-07 WASHINGTON STREET LLC
871,201709,CA005690,REGISTRATION,555,WEST 182 STREET,MANHATTAN,63665.0,2154.0,58.0,PRINCE OF PEACE UNIVERSAL TAB.,2020-03-21T00:00:00.000,PEERLESS JOT-TWO250W,PEERLESS JOT-TWO250W,RIELLO,10M,NO2FUEL,NONE,1,2017-02-06T09:35:51.000,CURRENT        ,
872,235431,CA005691,CERTIFICATE TO OPERATE,124,EAST  176 STREET,BRONX,2007883.0,2826.0,27.0,124 E. 176TH  STREET LLC.,2021-05-09T00:00:00.000,ROCKMILLS, M.P. - 150,HEVE ( I.C.), MMG  63-P,NATURALGAS,NO4FUEL,1,2018-08-08T14:42:46.000,CURRENT        ,ZENITH  NY LLC
873,58921,CA005693,REGISTRATION,1890,ANDREWS AVENUE,BRONX,9053.0,2879.0,28.0,"SALCEDO, LUIS",1999-01-12T00:00:00.000,NATCO FUT 600,NATCO FUT 600,AMERICAN BURNER CORP C-2,AMERICAN BURNER CORP C-2,NO2FUEL,NONE,1,1993-01-08T00:00:00.000,EXPIRED        ,
874,60067,CA005694,REGISTRATION,45,WEST  130 STREET,MANHATTAN,53783.0,1728.0,16.0,NYC DEPT OF HPD,1997-01-13T00:00:00.000,PEERLESS JOT-TW-275,PEERLESS JOT-TW-275,WAYNE HS,WAYNE HS,NO2FUEL,NONE,1,1994-01-06T00:00:00.000,EXPIRED        ,
875,61111,CA005695,REGISTRATION,34,EDGECOMBE AVENUE,MANHATTAN,59469.0,1960.0,33.0,JOY FAIRTILE @ HPD,1998-01-12T00:00:00.000,PEERLESS       JOT-TW300,PEERLESS       JOT-TW300,BECKETT        AF,BECKETT        AF,NO2FUEL,NONE,1,1995-01-05T00:00:00.000,EXPIRED        ,
876,241557,CA005697,REGISTRATION INSPECTION,439,BEACH 22 STREET,QUEENS,301173.0,15771.0,64.0,CENTRAL QUEENS PROPERTIES CORP.,2021-07-16T00:00:00.000,FEDERAL,FST-100,IRON FIREMAN,C240-GOSM-K-5.2,NATURALGAS,NO2FUEL,1,2018-08-29T16:15:18.000,CURRENT        ,
877,33488,CA005698,REGISTRATION,37-57,80 STREET,QUEENS,30004.0,1291.0,49.0,DAISY KHALEGHIAN,2013-01-27T00:00:00.000,WEIL MCLAIN,588,CARLIN,702 CRD,NO2FUEL,NONE,1,2012-07-17T11:03:00.000,EXPIRED        ,DAISY KHALEGHIAN
878,206571,CA005699,REGISTRATION,1296,ROCKLAND AVENUE,STATENISLAND,109194.0,2360.0,7501.0,PLP MANAGEMENT CORP.,2020-01-19T00:00:00.000,A.O. SMITH ,BC-399,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,2017-04-17T10:03:48.000,EXPIRED        ,
879,176407,CA005774,REGISTRATION INSPECTION,184,WEST   82 STREET,MANHATTAN,32044.0,1212.0,64.0,MELCO ASSOCIATES,1984-08-19T00:00:00.000,KEWANEE LM 881,KEWANEE LM 881,HEV-E-OIL AM 4 12 CK,HEV-E-OIL AM 4 12 CK,NO6FUEL,NONE,1,1900-01-01T00:01:00.000,EXPIRED        ,
880,120476,CA005775,CERTIFICATE TO OPERATE,1431,BROADWAY,MANHATTAN,22561.0,993.0,7.0,1431 ASSOC,1997-07-01T00:00:00.000,H B SMITH 64S 15,H B SMITH 64S 15,HEV-E-OIL AM4DH,HEV-E-OIL AM4DH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
881,118465,CA005783,CERTIFICATE TO OPERATE,311,EAST   50 STREET,MANHATTAN,39600.0,1343.0,5.0,GREAT BAY BUILDING CO,1989-07-22T00:00:00.000,FEDERAL FLW 1518,FEDERAL FLW 1518,INDUSTRIAL COMBUSTION DEG-63(S),INDUSTRIAL COMBUSTION DEG-63(S),NO6FUEL,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,
882,204972,CA005784,REGISTRATION INSPECTION,2267,HAVILAND AVENUE,BRONX,26762.0,3819.0,50.0,2267 HAVILAND AVE,2020-03-01T00:00:00.000,ROCKMILLS ,MP - 70,I.C.I. ,MMG 34 P,NATURALGAS,NO4FUEL,1,2017-04-22T09:42:45.000,CURRENT        ,
883,53345,CA005785,REGISTRATION,64,VERMILYEA AVENUE,MANHATTAN,64909.0,2234.0,39.0,"SWEATT, K.  (OWNER)",2000-01-09T00:00:00.000,WEIL MCLAIN # MGB-10,WEIL MCLAIN # MGB-10,WEIL MCLAIN - INTEGRAL,WEIL MCLAIN - INTEGRAL,NATURALGAS,NONE,1,1987-11-16T00:00:00.000,EXPIRED        ,
884,122380,CA005786,CERTIFICATE TO OPERATE,333,WEST   86 STREET,MANHATTAN,33936.0,1248.0,14.0,CAMBRIDGE DEV. CO.,2001-10-08T00:00:00.000,ROCKMILLS MP 175,ROCKMILLS MP 175,IRON FIREMAN PAGO-2-9.8,IRON FIREMAN PAGO-2-9.8,NO2FUEL,NONE,2,1986-09-09T00:00:00.000,CANCELLED      ,
885,51065,CA005787,REGISTRATION,142,WEST   70 STREET,MANHATTAN,79311.0,1141.0,48.0,140-142 WEST 70 STREET LLC,2014-01-23T00:00:00.000,WEIL MC LAIN / EGH-95-P,WEIL MC LAIN / EGH-95-P,WEIL MC LAIN / INTEGRAL,WEIL MC LAIN / INTEGRAL,NATURALGAS,NONE,1,1987-01-14T00:00:00.000,EXPIRED        ,
886,114977,CA005789,WORK PERMIT,457,SCHENECTADY AVENUE,BROOKLYN,99098.0,4588.0,1.0,G &AMP; F MANAGEMENT/PURITZ,1989-07-19T00:00:00.000,FEDERAL FST 200,FEDERAL FST 200,ICI DEG 54P,ICI DEG 54P,NO2FUEL,NATURALGAS,1,1989-01-10T00:00:00.000,CANCELLED      ,
887,294806,CA005790,REGISTRATION,230,EAST 29 STREET,MANHATTAN,19904.0,909.0,38.0,RSS GROUP LLC.,2023-03-21T00:00:00.000,HB SMITH,LO28-S5,CARLIN,701 CRD,NO2FUEL,NONE,1,2020-02-07T14:09:58.000,CURRENT        ,RSS GROUP LLC
888,239049,CA005791,REGISTRATION INSPECTION,189-10,37 AVENUE,QUEENS,120041.0,5310.0,21.0,MILLER &AMP; MILLER,2021-07-25T00:00:00.000,FEDERAL,FST-100,INDUSTRIAL COMBUSTION,MEG-42 P,NO4FUEL,NONE,1,2018-07-23T16:19:16.000,CURRENT        ,
889,60068,CA005794,REGISTRATION,2206,FULTON STREET,BROOKLYN,42261.0,1552.0,40.0,NYC DEPT OF HPD,1997-01-13T00:00:00.000,PEERLESS JOT-TW-300,PEERLESS JOT-TW-300,WAYNE BLUE ANGEL HS,WAYNE BLUE ANGEL HS,NO2FUEL,NONE,1,1994-01-06T00:00:00.000,EXPIRED        ,
890,255694,CA005795,REGISTRATION,134,WEST 25TH STREET,MANHATTAN,1014990.0,800.0,59.0,WEST 25TH ST. LLC,2022-01-12T00:00:00.000,H.B. SMITH,LO28A-S-7,CARLIN,801 CRD,NO2FUEL,NONE,1,2019-01-10T14:48:23.000,CURRENT        ,WEST 25TH STREET LLC
891,62550,CA005798,REGISTRATION,332,BERGEN STREET,BROOKLYN,5988.0,389.0,22.0,FAC HSNG DEVEL FUND CORP.,2001-01-27T00:00:00.000,"WEIL MCLAIN, 678","WEIL MCLAIN, 678","CARLIN, 301 CRD","CARLIN, 301 CRD",NO2FUEL,NONE,1,1998-01-08T00:00:00.000,EXPIRED        ,
892,130829,CA005868,CERTIFICATE TO OPERATE,465,WEST END AVENUE,MANHATTAN,33801.0,1245.0,19.0,CHARLES H GREENTHAL &AMP; CO,1985-09-22T00:00:00.000,ROCKMILLS-MP 150,ROCKMILLS-MP 150,O &AMP; S 3HC7,O &AMP; S 3HC7,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
893,121555,CA005873,CERTIFICATE TO OPERATE,524,WEST 47 STREET,MANHATTAN,26974.0,1075.0,44.0,SASHA B. REALTY CORP.,1991-07-01T00:00:00.000,CROTTY CSM 70,CROTTY CSM 70,PETRO WD4AH,PETRO WD4AH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
894,176412,CA005875,REGISTRATION INSPECTION,615,HUDSON STREET,MANHATTAN,11422.0,625.0,13.0,BERKSHIRE REALTY CO,1986-11-03T00:00:00.000,CROTTY CSM 22,CROTTY CSM 22,HEV-E-OIL AM3DH,HEV-E-OIL AM3DH,NO4FUEL,NONE,1,1900-01-01T00:01:00.000,EXPIRED        ,
895,133453,CA005879,CERTIFICATE TO OPERATE,515,WEST   42 STREET,MANHATTAN,26914.0,1071.0,23.0,M WILTTLIN  % FICO RLTY,2007-11-30T00:00:00.000,FEDERAL FST-200,FEDERAL FST-200,ICI DE 84 (P),ICI DE 84 (P),NO6FUEL,NATURALGAS,1,1900-01-01T00:00:00.000,CANCELLED      ,
896,133452,CA005881,CERTIFICATE TO OPERATE,2500,HALSEY STREET,BRONX,27286.0,3852.0,1.0,LOEHMANN'S INC.,2003-03-19T00:00:00.000,YORK SHIRPLEY 564 SPW 200 N/2,YORK SHIRPLEY 564 SPW 200 N/2,YORK-SHIPLEY 500 FA,YORK-SHIPLEY 500 FA,NATURALGAS,NATURALGAS,2,1900-01-01T00:00:00.000,EXPIRED        ,
897,212018,CA005884,REGISTRATION INSPECTION,89-07,169 STREET,QUEENS,209733.0,9803.0,15.0,"MULLARKEY,DENIS P.RE LLC. VRT RLTY CORP",2020-03-29T00:00:00.000,ROCKMILLS,MP 100,IRON FIREMAN,C240G0SMF4.2,NO2FUEL,NONE,1,2017-07-20T09:44:06.000,CURRENT        ,
898,122656,CA005886,CERTIFICATE TO OPERATE,36-08,29 STREET,QUEENS,4162.0,343.0,24.0,36-08QNS.REALTY CO.,2013-02-03T00:00:00.000,ROCKMILLS MP-125,ROCKMILLS MP-125,IND. COMB. DEG-54P,IND. COMB. DEG-54P,NO2FUEL,NONE,1,1986-01-07T00:00:00.000,CANCELLED      ,
899,285182,CA005887,REGISTRATION,140,WEST 70 STREET,MANHATTAN,1079309.0,1141.0,48.0,140-142 W 70 ST LLC,2023-01-23T00:00:00.000,WEIL MCLAIN,EGH 105-PI,WEIL MCLAIN ,EGH 105-PI,NATURALGAS,NONE,1,2019-11-07T12:21:15.000,CURRENT        ,140-142 WEST 70 STREET LLC
900,268932,CA005889,REGISTRATION,1150,5 AVENUE,MANHATTAN,51437.0,1602.0,1.0,1150 FIFTH AVE OWNERS CORP-ATT:GUMLEY-HAFT,2022-01-23T00:00:00.000,A.O.SMITH,HW 1240,A.O.SMITH,HW 1240,NATURALGAS,NONE,1,2019-05-04T13:32:12.000,CURRENT        ,1150 FIFTH AVENUE OWNERS CORP
901,112733,CA005891,CERTIFICATE TO OPERATE,108,WEST 141 STREET,MANHATTAN,60068.0,2009.0,39.0,NYC DEPT OF HPD,1993-03-12T00:00:00.000,ROCKMILLS MP 100,ROCKMILLS MP 100,CARLIN 1150FFD,CARLIN 1150FFD,NO2FUEL,NONE,1,1991-01-01T00:00:00.000,CANCELLED      ,
902,58923,CA005893,REGISTRATION,137,ENGERT AVENUE,BROOKLYN,67610.0,2701.0,37.0,"BUDZILEK, EVA",1996-01-12T00:00:00.000,WEIL MCLAIN A-B-672,WEIL MCLAIN A-B-672,BECKETT MODEL 'A',BECKETT MODEL 'A',NO2FUEL,NONE,1,1993-01-08T00:00:00.000,EXPIRED        ,
903,61112,CA005895,REGISTRATION,9,FORT WASHINGTON AVENUE,MANHATTAN,63314.0,2136.0,47.0,JOY FAIRTILE @ HPD,1998-01-12T00:00:00.000,FEDERAL        FST 50,FEDERAL        FST 50,CARLIN          801 CRD,CARLIN          801 CRD,NO2FUEL,NONE,1,1995-01-05T00:00:00.000,EXPIRED        ,
904,237375,CA005897,REGISTRATION INSPECTION,284,EAST 206 STREET,BRONX,18116.0,3341.0,44.0,286 REALTY COMPANY,2021-05-09T00:00:00.000,FEDERAL, FST-80,INDUSTRIAL COMB., MMG-34 P,NO4FUEL,NONE,1,2018-08-31T09:42:21.000,CURRENT        ,
905,33628,CA005898,REGISTRATION,314,5 AVENUE,MANHATTAN,15821.0,833.0,45.0,314 FIFTH AVENUE INC,2016-01-27T00:00:00.000,"HB SMITH, 19-5","HB SMITH, 19-5","CARLIN, 301 CRD","CARLIN, 301 CRD",NO2FUEL,NONE,1,2012-12-03T14:52:25.000,EXPIRED        ,314 FIFTH AVE INC
906,290440,CA005899,REGISTRATION,14,WEST 45TH STREET,MANHATTAN,1034231.0,1260.0,47.0,"14-16 WEST 45TH ST LLC. C/O BUCHBINDER &AMP; WARREN, LLC.",2023-03-01T00:00:00.000,H.B. SMITH,19-S/W-6,CARLIN,301CRD,NO2FUEL,NONE,1,2020-01-02T13:06:36.000,CURRENT        ,14-16 WEST 45TH STREET
907,110595,CA005979,CERTIFICATE TO OPERATE,2681,BROADWAY,MANHATTAN,56558.0,1874.0,7501.0,BELAIR CORPORATION,2013-11-02T00:00:00.000,FEDERAL FST300,FEDERAL FST300,INDUSTRIAL COMBUSTION DE-145S,INDUSTRIAL COMBUSTION DE-145S,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,
908,133449,CA005980,CERTIFICATE TO OPERATE,516,HOWARD AVENUE,STATENISLAND,117078.0,595.0,15.0,"TRUMP, FRED C.",1994-07-01T00:00:00.000,PACIFIC 7581,PACIFIC 7581,HEVEOIL DEG 105 (S),HEVEOIL DEG 105 (S),NO2FUEL,NATURALGAS,2,1900-01-01T00:00:00.000,CANCELLED      ,
909,248043,CA005986,REGISTRATION INSPECTION,28-15,34TH STREET,QUEENS,9162.0,628.0,12.0,S &AMP; P ASSOC/JOS. PREVITI,2019-08-22T00:00:00.000,ROCKMILLS,MP-100,INDUSTRIAL COMBUSTION,MMG-42-P,NO4FUEL,NONE,1,2019-01-04T16:08:25.000,EXPIRED        ,
910,120913,CA005987,WORK PERMIT,92,ELIZABETH STREET,MANHATTAN,3120.0,239.0,12.0,STD.PROP/GONG PARK REALTY,1987-08-20T00:00:00.000,KEWANEE RM 98,KEWANEE RM 98,HEVE OIL AM 4 DH,HEVE OIL AM 4 DH,NO4FUEL,NONE,1,1987-01-21T00:00:00.000,CANCELLED      ,
911,222358,CA005988,REGISTRATION,563,WEST 235 STREET,BRONX,84161.0,5794.0,509.0,PRESTIGE CLEANERS,2021-01-18T00:00:00.000,FULTON (1987),FB -015-A,FULTON (1987),FB -015-A,NO2FUEL,NONE,1,2018-01-09T11:57:18.000,CURRENT        ,PRESTIGE CLEANERS
912,54569,CA005989,REGISTRATION,216,THOMPSON STREET,MANHATTAN,8631.0,537.0,5.0,SPINAROSA RLTY CORP.,1998-01-23T00:00:00.000,H.B. SMITH 18-S-6,H.B. SMITH 18-S-6,CARLIN 102 CRD,CARLIN 102 CRD,NO2FUEL,NONE,1,1989-01-10T00:00:00.000,EXPIRED        ,
913,112732,CA005991,CERTIFICATE TO OPERATE,4305,CARPENTER AVENUE,BRONX,69589.0,5034.0,28.0,CARPENTER REALTY LLC,2010-01-14T00:00:00.000,FEDERAL FST80,FEDERAL FST80,CARLIN 1150FFD,CARLIN 1150FFD,NO2FUEL,NONE,1,1991-01-01T00:00:00.000,CANCELLED      ,
914,57735,CA005992,REGISTRATION,120,BAXTER STREET,MANHATTAN,2669.0,207.0,17.0,QUALITY II SPORTSWEAR,1995-01-05T00:00:00.000,FULTON FB-015A,FULTON FB-015A,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1992-01-06T00:00:00.000,EXPIRED        ,
915,58924,CA005993,REGISTRATION,246,51 STREET,BROOKLYN,13473.0,797.0,25.0,"GONZALES, FRANCISCO",1996-01-12T00:00:00.000,NATIONAL A306,NATIONAL A306,ECONOMITE 400N02,ECONOMITE 400N02,NATURALGAS,NONE,1,1993-01-08T00:00:00.000,EXPIRED        ,
916,61113,CA005995,REGISTRATION,84-01,JAMAICA AVENUE,QUEENS,181530.0,8853.0,123.0,CHASE  BANK- RETAIL-FACILITIES,2010-01-12T00:00:00.000,WEIL MCLAIN          LGB-7,WEIL MCLAIN          LGB-7,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1995-01-05T00:00:00.000,EXPIRED        ,
917,248882,CA005998,REGISTRATION,569,58 STREET,BROOKLYN,3015760.0,848.0,49.0,MATTIA &AMP; VIN PIZZOLO,2022-01-27T00:00:00.000,BURNHAM,V-904,CARLIN,102 CRD,NO2FUEL,NONE,1,2018-10-22T10:49:14.000,CURRENT        ,PPG GROUP LLC
918,133448,CA006059,CERTIFICATE TO OPERATE,312,EAST 106 STREET,MANHATTAN,52774.0,1677.0,44.0,M KIEFER,1988-04-19T00:00:00.000,PACIFIC UNKNOWN,PACIFIC UNKNOWN,HEV-E-OIL UNKNOWN,HEV-E-OIL UNKNOWN,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
919,119550,CA006073,CERTIFICATE TO OPERATE,56,WEST 45 STREET,MANHATTAN,34235.0,1260.0,64.0,ANDERSON ORGANIZATION INC,1998-02-08T00:00:00.000,FITZGIBBONS FT CAT 30,FITZGIBBONS FT CAT 30,RAY AR141-5,RAY AR141-5,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
920,123418,CA006078,CERTIFICATE TO OPERATE,10-01,162 STREET,QUEENS,104165.0,4591.0,96.0,SUPERSEDED BY CA 2196-85P,1987-03-04T00:00:00.000,FEDERAL FLW-850,FEDERAL FLW-850,INDUSTRIAL COMBUSTION MODEL ME-34S,INDUSTRIAL COMBUSTION MODEL ME-34S,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
921,133444,CA006083,CERTIFICATE TO OPERATE,551,MADISON AVENUE,MANHATTAN,35770.0,1291.0,21.0,551 MADISON ASSOCIATES.,1990-02-03T00:00:00.000,WEIL MCLAIN BGL-886-S,WEIL MCLAIN BGL-886-S,GORDON PIA 8.3-0Y-15,GORDON PIA 8.3-0Y-15,NO2FUEL,NO2FUEL,7,1900-01-01T00:00:00.000,CANCELLED      ,
922,124046,CA006084,CERTIFICATE TO OPERATE,37-02,COLLEGE POINT BOULEVARD,QUEENS,,4963.0,85.0,ATLANTIC FUELS MARKETING,1990-04-17T00:00:00.000,FEDERAL FST - 200,FEDERAL FST - 200,ICI DE84P,ICI DE84P,NO6FUEL,NO6FUEL,2,1900-01-01T00:00:00.000,CANCELLED      ,
923,214325,CA006085,REGISTRATION,160-04,SANFORD AVENUE,QUEENS,4121703.0,5391.0,23.0,160-04 SANFORD REALTY CORP-ATT: ANN HOM,2020-12-19T00:00:00.000,WEIL MCLAIN,LGB-6,WEIL MCLAIN,LGB-6,NATURALGAS,NONE,1,2017-07-27T14:28:50.000,CURRENT        ,
924,122657,CA006086,CERTIFICATE TO OPERATE,43-09,40 STREET,QUEENS,2480.0,189.0,19.0,"ALJO RLTY,LLC/MR.BRONSTEIN PROP. LLC",2010-09-24T00:00:00.000,ROCKMILLS MP125,ROCKMILLS MP125,ICI DEG 54P,ICI DEG 54P,NO6FUEL,NONE,1,1986-01-07T00:00:00.000,CANCELLED      ,
925,31590,CA006087,REGISTRATION,230,WEST 13 STREET,MANHATTAN,11091.0,617.0,40.0,KINLEZ ASSOCIATES,2017-01-23T00:00:00.000,WEIL MC LAIN / EGH 8,WEIL MC LAIN / EGH 8,WEIL MC LAIN / EGH 8,WEIL MC LAIN / EGH 8,NATURALGAS,NONE,1,2014-02-10T10:32:57.000,EXPIRED        ,"ZELNIK, MARTIN"
926,38786,CA006089,REGISTRATION,416,AVENUE M,BROOKLYN,172820.0,6567.0,7.0,,2016-01-23T00:00:00.000,FULTON,FB-015A,FULTON,FB-015A,NO2FUEL,NONE,1,2013-01-19T12:59:05.000,EXPIRED        ,PROMPT CLEANERS INC
927,272199,CA006091,REGISTRATION INSPECTION,2015,EAST    7 STREET,BROOKLYN,190550.0,7089.0,66.0,JRIMAR ASSOCS./MICHAEL NIAMONITK,2022-07-29T00:00:00.000,ROCKMILLS,MP-70,CARLIN,801CRD,NO2FUEL,NONE,1,2019-07-30T11:24:47.000,CURRENT        ,
928,57737,CA006092,REGISTRATION,120,BAXTER STREET,MANHATTAN,2669.0,207.0,17.0,QUALITY II SPORTSWEAR,1995-01-05T00:00:00.000,FULTON FB-010A,FULTON FB-010A,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1992-01-06T00:00:00.000,EXPIRED        ,
929,48747,CA006093,REGISTRATION,567,80 STREET,BROOKLYN,150984.0,5981.0,54.0,"POHORE, WILLIAM",2017-01-13T00:00:00.000,H. B. SMITH 2000 L 6,H. B. SMITH 2000 L 6,CARLIN,102 CRD,NO2FUEL,NONE,1,2016-02-09T09:03:10.000,EXPIRED        ,
930,220859,CA006094,REGISTRATION,358,41 STREET,BROOKLYN,3010686.0,718.0,32.0,SUNSET HEIGHTS ASSOCIATES L.P.,2021-01-13T00:00:00.000,WEIL MCLAIN ,588,CARLIN,701 CRD ( NEW ),NO2FUEL,NONE,1,2017-11-01T14:29:11.000,CURRENT        ,"SUNSET HEIGHTS ASSOCIATES, L.P."
931,61114,CA006095,REGISTRATION,76,STATE STREET,BROOKLYN,2722.0,274.0,30.0,76 STATE STREET OWNERS INC,2013-01-12T00:00:00.000,H.B. SMITH          19-S-4,H.B. SMITH          19-S-4,CARLIN              301 CRD,CARLIN              301 CRD,NO2FUEL,NONE,1,1995-01-05T00:00:00.000,EXPIRED        ,
932,60210,CA006096,REGISTRATION,142-40,ROOSEVELT AVENUE,QUEENS,4113631.0,5021.0,23.0,%KENT RLTY/ALETTA HOLDING,2002-01-24T00:00:00.000,"PEERLESS, ECT-05","PEERLESS, ECT-05","RIELLO, 40 F10","RIELLO, 40 F10",NO2FUEL,NONE,1,1996-01-12T00:00:00.000,EXPIRED        ,ALETTA HOLDING CO.
933,234092,CA006097,REGISTRATION INSPECTION,150,WEST   55 STREET,MANHATTAN,23386.0,1007.0,54.0,150 WEST 55TH ST.APT CORP/SHIRLEY LEMMON,2021-04-15T00:00:00.000,FEDERAL -,FST-100,I.C.I.,DEG-42P,NO2FUEL,NONE,1,2018-08-03T16:01:42.000,CURRENT        ,150 WEST 55TH STREET APT.CORP.
934,133443,CA006173,CERTIFICATE TO OPERATE,590,AMSTERDAM AVENUE,MANHATTAN,33297.0,1236.0,34.0,DENGLER BROS. INC.,2003-01-07T00:00:00.000,PACIFIC 9121,PACIFIC 9121,ST JOHNSON A53H75,ST JOHNSON A53H75,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
935,133442,CA006177,CERTIFICATE TO OPERATE,568,WEST 149 STREET,MANHATTAN,62060.0,2080.0,59.0,BERBOD REALTY ASSOCIATES,1991-07-01T00:00:00.000,BURNHAM 4FL-240-45-LB,BURNHAM 4FL-240-45-LB,ICI AM4DH,ICI AM4DH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
936,124688,CA006178,CERTIFICATE TO OPERATE,10-11,162 STREET,QUEENS,104163.0,4591.0,82.0,LE HAVRE OWNERS CORP,2003-04-05T00:00:00.000,FEDERAL-MODEL FLW 850,FEDERAL-MODEL FLW 850,INDUST COMB ME-34S,INDUST COMB ME-34S,NO4FUEL,NONE,1,1899-12-30T00:00:00.000,CANCELLED      ,
