input_1_output_uniqueid,input_1_input_1_facilityname,input_1_input_1_facility,input_1_input_1_address,input_1_input_1_address_2,input_1_input_1_zipcode,input_1_input_1_borough,phone_number,input_1_input_1_additionalinfo,input_1_input_1_service,input_1_input_1_service_type,input_1_input_1_free_service,input_1_input_1_sliding_scale,input_1_input_1_accepts_walk,input_1_input_1_hepatitis,input_1_output_bbl,input_1_input_1_latitude,input_1_input_1_longitude,output_bbl,output_bin,output_city_council_district,output_community_district
434,"Joseph Paul, MD",Private Practice Physician,60 Plaza Street East,1F,11238,BROOKLYN,(718) 945-7150,,Hepatitis,Hep C Treatment,False,False,False,False,3011710019.0,40.6744787,-73.9688753,3011710019.0,3029333.0,35.0,308.0
435,Addabbo Family Health Center,Community Health Center,6200 Beach Channel Drive,,11692,QUEENS,(877) LIVER-MD,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.addabbo.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,4160150001.0,40.5930968,-73.7918977,4160150001.0,4302404.0,31.0,414.0
436,NewYork-Presbyterian Columbia - Center for Liver Disease and Transplantation,Hospital,622 West 168th Street,,10032,MANHATTAN,(718) 401-6578,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://nyp.org/services/transplantation-surgery/liver-transplant.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1021380040.0,40.8411547,-73.9407372,1021380040.0,1084386.0,10.0,112.0
437,Morris Heights Health Center,Community Health Center,625 East 137th Street,,10454,BRONX,(212) 265-4500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mhhc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,2025500057.0,40.805521,-73.915898,2025500057.0,2003614.0,8.0,201.0
438,William F. Ryan Community Health Center - Ryan/Chelsea-Clinton,Community Health Center,645 10th Avenue,,10036,MANHATTAN,(718) 596-9800,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.ryancenter.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1010747502.0,40.7620382,-73.9941371,1010747502.0,1085777.0,3.0,104.0
439,Brooklyn Plaza Medical Center,Community Health Center,650 Fulton Street,,11217,BROOKLYN,(855) 681-8700 Ext 3476,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.brooklynplaza.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3021130022.0,40.6869429,-73.9760239,3021130022.0,3059247.0,35.0,302.0
440,Brightpoint Health,Community Health Center,71 West 23rd Street,8th Floor,10010,MANHATTAN,(347) 577-6500,"Free services are available.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,1008250001.0,40.7428557,-73.9921441,1008250001.0,1015575.0,3.0,105.0
442,Housing Works - Keith D. Cylar Community Health Center,Community Health Center,743-749 East 9th Street,2nd Floor,10009,MANHATTAN,(718) 894-2700,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1003790039.0,40.7246181,-73.9759485,1003790039.0,1084631.0,2.0,103.0
443,Family Health Center of Middle Village,Community Health Center,75-54 Metropolitan Avenue,2nd Floor,11379,QUEENS,(718) 282-7234,,Hepatitis,Hep C Treatment,False,False,False,True,4037730034.0,40.712926,-73.8756951,4037730034.0,4441889.0,30.0,405.0
444,SUNY Downstate - GI,Hospital,760 Parkside Avenue,,11226,BROOKLYN,(718) 334-4601,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.downstategi.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,3048280022.0,40.6561438,-73.9482722,3048280022.0,3107742.0,40.0,309.0
445,Elmhurst Hospital,Hospital,79-01 Broadway,"H Bldg, 3rd Flr, Rm 117",11373,QUEENS,(718) 630-3719,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/ehc"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,4015000002.0,40.7446666,-73.8861451,4015000002.0,4437132.0,25.0,404.0
446,New York Harbor Healthcare System Veterans Hospital,Hospital,800 Poly Place,4th Floor,11209,BROOKLYN,(855) 681-8700 Ext 3476,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyharbor.va.gov/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,3061530001.0,40.6087416,-74.024293,3061530001.0,3345707.0,43.0,310.0
447,Brightpoint Health - Sterling Health Center,Community Health Center,803 Sterling Place,,11216,BROOKLYN,(718) 409-9451,"Free services are available.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,3012400063.0,40.67262,-73.9518468,3012400063.0,3031516.0,36.0,308.0
448,Montefiore - Division of Substance Abuse,Community Health Center,804 East 138th Street,,10454,BRONX,(718) 991-0605,"Free services are available.<br><a href=""http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2025890016.0,40.8033872,-73.9104101,2025890016.0,2004004.0,17.0,201.0
449,Montefiore - South Bronx Health Center,Community Health Center,871 Prospect Avenue,,10459,BRONX,(718) 613-7555,,Hepatitis,Hep C Treatment,False,True,False,True,2026770090.0,40.8207103,-73.9014478,2026770090.0,2005014.0,17.0,203.0
450,Interfaith Medical Center - Primary Care Center,Hospital,880 Bergen Street,,11238,BROOKLYN,(347) 505-7000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.interfaithmedical.com/about/service-centers/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,3011490018.0,40.6770039,-73.958166,3011490018.0,3392865.0,35.0,308.0
451,Damian Family Care Center - Firehouse Health Center,Community Health Center,89-56 162nd Street,1st Floor,11432,QUEENS,(718) 523-2123,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.damianfcc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,4097600074.0,40.7051397,-73.7982007,4097600074.0,4208872.0,24.0,412.0
452,CHN - Family Health Center,Community Health Center,90-04 161st Street,5th Floor,11432,QUEENS,(718) 388-0390,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/family-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,4097570023.0,40.7051801,-73.7996353,4097570023.0,4208850.0,24.0,412.0
453,CHN - CABS Health Center,Community Health Center,94-98 Manhattan Avenue,98,11206,BROOKLYN,(718) 657-7088,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/cabs-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3030790006.0,40.7056365,-73.9443956,3030790006.0,3071335.0,34.0,301.0
454,CHN - Queens Health Center,Community Health Center,97-04 Sutphin Boulevard,,11435,QUEENS,(718) 320-4466,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/queens-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,4100300006.0,40.6969409,-73.8057933,4100300006.0,4214585.0,28.0,412.0
455,CHN - Bronx Health Center,Community Health Center,975 Westchester Avenue,,10459,BRONX,(212) 828-8464,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/bronx-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,2027150029.0,40.8230494,-73.8950593,2027150029.0,2005666.0,17.0,202.0
456,New York Harm Reduction Educators (NYHRE) - Harlem,Syringe Exchange Program,104-106 E 126th Street,Suite 1A,10035,MANHATTAN,(718) 249-0755,"Free services are available.<br><a href=""http://www.nyhre.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1017740067.0,40.805242,-73.937974,1017740067.0,1054493.0,9.0,111.0
457,After Hours Project,Syringe Exchange Program,1204 Broadway,,11221,BROOKLYN,(212) 531-1300,"Free services are available.<br><a href=""http://www.afterhoursproject.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,3016130019.0,40.692085,-73.9269266,3016130019.0,3399422.0,41.0,303.0
458,Harlem United - Willis Green Jr. Health Center,Community Health Center,123-125 West 124th Street,2nd Floor,10027,MANHATTAN,(212) 966-0466 Ext 1107,"Free services are available.<br><a href=""https://www.harlemunited.org/programs/primary-care/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1019090020.0,40.8076958,-73.9469285,1019090020.0,1084686.0,9.0,110.0
459,Housing Works,Syringe Exchange Program,130 Crosby Street,7th Floor,10012,MANHATTAN,(718) 896-2500,"Free services are available.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1005110012.0,40.7247093,-73.9963908,1005110012.0,1007944.0,1.0,102.0
460,AIDS Center of Queens County (ACQC) - Jamaica,Community Organization,161-21 Jamaica Avenue,6th floor,11432,QUEENS,(212) 293-8404,"Free services are available.<br><a href=""http://acqc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,4097607501.0,40.7041863,-73.7980187,4097607501.0,4208875.0,24.0,412.0
461,Praxis Housing Initiatives,Community Organization,17 Battery Place,307,10004,MANHATTAN,(718) 573-3358,,Hepatitis,Syringe Exchange,True,False,False,False,1000157501.0,40.7051613,-74.0159706,1000157501.0,1082634.0,1.0,101.0
462,Family Services Network of New York (FSNNY),Syringe Exchange Program,1766 Broadway,,11207,BROOKLYN,(212) 695-2220,"Free services are available.<br><a href=""http://fsnny1.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,3015170018.0,40.6824446,-73.9100663,3015170018.0,3041184.0,37.0,316.0
463,Safe Horizon - Streetwork Harlem,Syringe Exchange Program,209 West 125th Street,,10027,MANHATTAN,(718) 808-1840,"Free services are available.<br><a href=""http://www.safehorizon.org/index/what-we-do-2/helping-youth-14/streetwork-project-141.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1019310027.0,40.8093846,-73.9487839,1019310027.0,1058660.0,9.0,110.0
464,Community Health Action of Staten Island (CHASI),Community Organization,2134 Richmond Terrace,,10302,STATEN ISLAND,(718) 292-7718,"Free services are available.<br><a href=""http://www.chasiny.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,5010740053.0,40.640076,-74.134315,5010740053.0,5025309.0,49.0,501.0
465,BOOM!Health,Syringe Exchange Program,226 East 144th Street,,10451,BRONX,(212) 226-6333,"Free services are available.<br><a href=""http://www.boomhealth.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,2023400221.0,40.8156153,-73.9255423,2023400221.0,2000997.0,8.0,201.0
466,Lower East Side Harm Reduction Center (LESHRC),Syringe Exchange Program,25 Allen Street,,10002,MANHATTAN,(718) 277-0386,"Free services are available.<br><a href=""http://www.leshrc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1003000025.0,40.715706,-73.99261,1003000025.0,1003893.0,1.0,103.0
467,Housing Works - East New York Community Health Center,Community Health Center,2640 Pitkin Avenue,,11208,BROOKLYN,(212) 924-3733,"Free services are available.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,3042290016.0,40.6747642,-73.8747599,3042290016.0,3393021.0,42.0,305.0
468,FROSTD at Harlem United,Syringe Exchange Program,290 Lenox Avenue,Lower Level,10027,MANHATTAN,(212) 465-8304,"Free services are available.<br><a href=""https://harlemunited.org/get-tested/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1017220069.0,40.8074667,-73.9456223,1017220069.0,1053487.0,9.0,110.0
469,Positive Health Project,Syringe Exchange Program,301 West 37th Street,3,10018,MANHATTAN,(646) 602-6404,"Free services are available.<br><a href=""http://www.housingworks.org/heal/P-H-P/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1007610031.0,40.7543289,-73.9923162,1007610031.0,1013620.0,3.0,104.0
470,Safe Horizon - Streetwork Lower East Side and the Space At Tompkins,Syringe Exchange Program,33 Essex Street,,10002,MANHATTAN,(718) 439-0077,"Free services are available.<br><a href=""http://www.safehorizon.org/page/streetwork-project-68.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1003100029.0,40.7160381,-73.9897957,1003100029.0,1004042.0,1.0,103.0
471,Turning Point,Syringe Exchange Program,5220 4th Avenue,,11220,BROOKLYN,(212) 923-7600,"Free services are available.<br><a href=""http://turningpointbrooklyn.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,3008060046.0,40.645135,-74.014412,3008060046.0,3013857.0,38.0,307.0
472,Washington Heights Corner Project,Syringe Exchange Program,566 West 181st Street,2nd Floor (ring bell),10033,MANHATTAN,(718) 907-6243,"Free services are available.<br><a href=""http://www.cornerproject.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1021530063.0,40.8491521,-73.9334469,1021530063.0,1063636.0,10.0,112.0
473,Housing Works - Downtown Brooklyn Health Center,Community Health Center,57 Willoughby Street,Lower Level,11201,BROOKLYN,(718) 472-9400,"Free services are available.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,3001470036.0,40.6925071,-73.9864748,3001470036.0,3000338.0,33.0,302.0
474,AIDS Center of Queens County (ACQC) - Woodside,Community Organization,62-07 Woodside Avenue,3rd Floor,11377,QUEENS,(212) 677-7999,"Free services are available.<br><a href=""http://www.acqc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,4012940020.0,40.7445195,-73.9021914,4012940020.0,4307300.0,26.0,402.0
475,Housing Works - Keith D. Cylar Community Health Center,Community Health Center,743-749 East 9th Street,2nd Floor,10009,MANHATTAN,(718) 802-9540 Ext 12,"Free services are available.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Syringe Exchange,True,False,True,False,1003790039.0,40.7246181,-73.9759485,1003790039.0,1084631.0,2.0,103.0
