,organizationname,brooklyn,bronx,manhattan,queens,staten_island,fax,phone,aging,anti_discrimination_human_rights,arts_culture,business,child_care_parent_information,community_service_volunteerism,counseling_support_groups,disabilities,domestic_violence,education,employment_job_training,health,homelessness,housing,immigration,legal_services,lesbian_gay_bisexual_and_or_transgender,personal_finance_financial_education,professional_association,veterans_military_families,victim_services,youth_services,faith_based_organization,foundation,is_registered_with_the_attorney_general_s_office,new_york_city_agency,none_of_the_above,nonprofit,other_government_organization,published,address1,city,nourl,postcode,url,description,location_1,borough,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,outsideloc,address2,outsidelocdesc
787,"Southeast Bronx Neighborhood Center, Inc. (SEBNC)",N,Y,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,955 Tinton Avenue,Bronx,N,10456.0,,,"{'latitude': '40.823096', 'longitude': '-73.902991'}",BRONX    ,40.823096,-73.902991,3.0,16.0,133.0,2091964.0,2026390001.0,Morrisania-Melrose                                                         ,10934.0,34.0,5.0,42.0,25.0,,,
788,Quality Services for the Autism Community,N,N,N,Y,N,7182047570.0,7187288476.0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,30-10 38 Street,Astoria,N,11103.0,http://qsac.com,Programs and services include: After-School program: Day Habilitation; Day School; early intervention; family reimbursement; parnet support groups; parent training; preschool; etc.,"{'latitude': '40.763702', 'longitude': '-73.916265'}",QUEENS   ,40.763702,-73.916265,1.0,22.0,63.0,4010591.0,4006590047.0,Astoria                                                                    ,16860.0,39.0,3.0,4.0,72.0,N,,
789,"Regional Aid For Interim Needs, Inc.(R.A.I.N.)",N,Y,N,N,N,,7188925520.0,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,811 Morris Park Avenue,Bronx,N,10462.0,http://www.raininc.org,"R.A.I.N. serves over 30,000 elders in the Bronx and upper Manhattan each year through a continuum of care that includes: twelve full service senior centers, home delivered meals and home care services for homebound persons and individuals with special needs, an Integration Program for developmentally disabled adults, social services, case management, benefits and entitlements assistance, support groups for the elderly and their families, a Transportation Program, Elder Abuse Prevention and Crime Victims Services, Weatherization and Home Repair programs, adult education programs such as English as a Second Language and Citizenship classes, Youth Leadership Development & Violence Prevention Programs and a community-based Thrift Shop","{'latitude': '40.846052', 'longitude': '-73.862177'}",BRONX    ,40.846052,-73.862177,11.0,13.0,232.0,2043661.0,2040540005.0,Van Nest-Morris Park-Westchester Square                                    ,11271.0,59.0,5.0,12.0,32.0,N,,
790,Sister Fund,N,N,Y,N,N,,2122604446.0,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"116 East 16 Street., 7th Fl.",New York,N,10003.0,http://www.sisterfund.org,,"{'latitude': '40.73548', 'longitude': '-73.98828'}",MANHATTAN,40.73548,-73.98828,5.0,2.0,50.0,1017815.0,1008710070.0,Gramercy                                                                   ,11724.0,11.0,4.0,50.0,7.0,,,
791,AIDS Community Research Initiative of America,Y,Y,Y,Y,Y,2129243936.0,2129243934.0,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"230 West 38th Street, 17th Floor",New York,N,10018.0,http://www.acria.org/,"The AIDS Community Research Initiative of America (ACRIA) is a non-profit community-based AIDS research and treatment education center. In conjunction with recognized leaders in AIDS research and treatment, primary-care providers, and people living with HIV disease; ACRIA: identifies scientifically promising therapies for AIDS and HIV-related illness, designs and implements studies on these interventions, and submits the findings for publication; conducts research geared towards the further understanding of HIV disease, treatment, and prevention; and provides education about AIDS treatments and research to the communities affected by HIV/AIDS.","{'latitude': '40.753942', 'longitude': '-73.989829'}",MANHATTAN,40.753942,-73.989829,5.0,3.0,109.0,1014462.0,1007870059.0,Midtown-Midtown South                                                      ,12080.0,11.0,4.0,10.0,8.0,N,,
792,Huntington's Disease Society of America,N,N,Y,N,N,2122393430.0,2122421968.0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"505 Eighth Avenue, Suite 902",New York,N,10018.0,http://www.hdsa.org/,,"{'latitude': '40.753047', 'longitude': '-73.99285'}",MANHATTAN,40.753047,-73.99285,4.0,3.0,111.0,1013575.0,1007590037.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,12080.0,12.0,4.0,10.0,8.0,N,,
793,American Society of Women Accountants,N,N,Y,N,N,,2129283055.0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Published,500 Ft. Washington Ave.,New York,N,10033.0,http://www.aswa.org,"the mission of ASWA is to enable women in all accounting and related fields to achieve their full personal, professional and economic potential and to contribute to the future development of their profession.  Members include partners in national, regional","{'latitude': '40.851887', 'longitude': '-73.9379'}",MANHATTAN,40.851887,-73.9379,12.0,10.0,273.0,1064386.0,1021800013.0,Washington Heights North                                                   ,13091.0,47.0,4.0,39.0,22.0,,,
794,FACES NY,N,N,Y,N,N,,2122839180.0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"317 Lenox, 10th Floor",New York,N,10027.0,http://facesny.org,,,,,,,,,,,,,,,,,N,,
795,Center for Urban Community Services (CUCS),N,N,Y,N,N,,2128013300.0,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,198 E 121st Street,New York,N,10035.0,http://www.cucs.org,"CUCSâ€™ mission is to end homelessness for as many people as possible and to provide opportunities for low income individuals and families, particularly those living with disabling conditions, to be productive members of the community.","{'latitude': '40.801192', 'longitude': '-73.937831'}",MANHATTAN,40.801192,-73.937831,11.0,8.0,196.0,1087272.0,1017697501.0,East Harlem North                                                          ,13093.0,7.0,4.0,35.0,16.0,N,Floor 5,
796,sue rock originals EVERYONE,Y,N,N,N,N,,3473658747.0,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,,Brooklyn,N,,http://www.suerockoriginals.blogspot.com,"Sue Rock Originals is a creative design house specializing in crocheted and hand knit garments and accessories! Sue Rock Everyone brings together a community of knitters under the New york Yarn Exchange, an innovative program that combines an old fashioned knitting circle, with a worthy cause!",,,,,,,,,,,,,,,,N,,
797,Arms Acres,N,N,N,Y,N,,7185201513.0,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,80-02 Kew Gardens Road,Kew Gardens,N,11415.0,http://www.armsacres.com/outpatient.html,"Arms Acres Outpatient Clinics are designed to provide a broad range of treatment to clients in need of alcohol or substance abuse counseling. Outpatient services are
flexible in orientation and content, and assist clients in need of chemical dependency treatment.","{'latitude': '40.713686', 'longitude': '-73.830505'}",QUEENS   ,40.713686,-73.830505,9.0,29.0,773.0,4312089.0,4033480037.0,Kew Gardens                                                                ,24011.0,46.0,3.0,28.0,60.0,N,,
798,Tender Care Human Services,N,N,N,Y,N,7188836649.0,7188836660.0,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,114-02 Guy R. Brewer Bld,Bellerose,N,,http://www.tendercareny.org/,,,,,,,,,,,,,,,,,N,Ste 218,
799,Asian American Arts Alliance,N,N,Y,N,N,,2129417978.0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,155 Avenue of the Americas,New York,N,10013.0,http://www.aaartsalliance.org/,"Asian American Arts Alliance is dedicated to strengthening Asian American artists and arts/cultural groups in New York City through funding, promotion and community building.","{'latitude': '40.725248', 'longitude': '-74.004412'}",MANHATTAN,40.725248,-74.004412,2.0,3.0,37.0,1007385.0,1004910046.0,SoHo-TriBeCa-Civic Center-Little Italy                                     ,12076.0,57.0,4.0,10.0,1.0,,6th Floor,
800,Sunset Park Health Council,Y,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,150 55th Street,Brooklyn,N,11220.0,,,"{'latitude': '40.646941', 'longitude': '-74.02093'}",BROOKLYN ,40.646941,-74.02093,7.0,38.0,22.0,3014856.0,3008280001.0,Sunset Park West                                                           ,18180.0,9.0,2.0,7.0,45.0,,c/o Larry McReynolds,
801,"68th Precinct Youth Council, Inc.",Y,N,N,N,N,,7186806179.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,333 65th Street,Brooklyn,N,11220.0,,"Our mission is to inspire our youth with the spirit and ideals of good citizenship. Taking advantage of youth energy, enthusiasm and a desire to play ball, we mold and shape their development, encouraging them to become socially, emotionally, physically, and cognitively competent. We train them in the behavior and attitudes necessary for good sportsmanship on and off the field.  The program stresses the development of physical conditioning, teamwork, timelines, preparedness, respect for oneâ€™s self and others, ethnic harmony, improved communication and socialization skills, decision-making, and a healthy respect for rules and fair play.","{'latitude': '40.638827', 'longitude': '-74.022721'}",BROOKLYN ,40.638827,-74.022721,10.0,38.0,70.0,3144156.0,3058170055.0,Bay Ridge                                                                  ,18180.0,10.0,2.0,7.0,41.0,N,,
802,Center for Immigrant Families (CIF),Y,Y,Y,Y,Y,2125311391.0,2125313011.0,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"20 West 104th Street, Basement",New York,N,10025.0,http://www.c4if.org/,"CIF is a community organizing, education, and training center that fights for social, economic, and racial justice. We work to further the human rights of immigrants through building community power.","{'latitude': '40.796987', 'longitude': '-73.9616'}",MANHATTAN,40.796987,-73.9616,7.0,7.0,189.0,1055483.0,1018390045.0,Upper West Side                                                            ,12422.0,20.0,4.0,23.0,15.0,N,,
803,Senior Action in a Gay Environment,N,N,Y,N,N,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Published,305 Seventh Ave.,New York,Y,10001.0,,,"{'latitude': '40.746817', 'longitude': '-73.993655'}",MANHATTAN,40.746817,-73.993655,5.0,3.0,95.0,1015060.0,1008037502.0,Midtown-Midtown South                                                      ,11722.0,11.0,4.0,10.0,7.0,,,
804,Alpha Kappa Alpha - Epsilon Pi Omega Day Care Center,N,N,N,Y,N,7183227139.0,7183226242.0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,144-06 Rockaway Blvd.,South Ozone Park,N,11436.0,http://www.akaepsilonpiomega.org/content/view/17/33/,IVY AKAdemy Day Care,"{'latitude': '40.673735', 'longitude': '-73.794538'}",QUEENS   ,40.673735,-73.794538,12.0,28.0,790.0,4261925.0,4120620051.0,Baisley Park                                                               ,24671.0,41.0,3.0,46.0,71.0,,,
805,American Foundation for Suicide Prevention - New York City Metro Chapter,N,N,N,Y,N,,5168694215.0,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,25 Pepperidge Road,East Rockaway,N,11518.0,http://www.afsp.org,"The American Foundation for Suicide Prevention (AFSP) is the leading national not-for-profit organization exclusively dedicated to understanding and preventing suicide through research, education and advocacy, and to reaching out to people with mental disorders and those impacted by suicide.",,,,,,,,,,,,,,,,N,,
806,"Safe Space NYC, Inc.",N,N,Y,N,N,,2122263536.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,295 Lafayette Street,New York,N,10012.0,,,"{'latitude': '40.724537', 'longitude': '-73.995761'}",MANHATTAN,40.724537,-73.995761,2.0,1.0,43.0,1007941.0,1005107502.0,SoHo-TriBeCa-Civic Center-Little Italy                                     ,12075.0,57.0,4.0,32.0,2.0,N,,
807,Citizens Union Foundation,N,N,Y,N,N,,2122270342.0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"299 Broadway, Suite 700",New York,N,10007.0,http://www.citizensunionfoundation.org,"Founded in 1948, Citizens Union Foundation (CUF) is the nonprofit research, education and advocacy organization affiliated with Citizens Union, though it is governed by a separate board of directors and operates with independent finances. Like Citizens Union of the City of New York, CUF is a nonpartisan force for good government which works to inform and engage the citizens of New York to ensure local and state government values its citizens, addresses critical issues, and operates in a fair, open, and fiscally sound manner. CUF also monitors the deliberations and actions of government, conducts research, and analyzes the impact of proposed public policy and legislation at the city and state level.","{'latitude': '40.715046', 'longitude': '-74.005591'}",MANHATTAN,40.715046,-74.005591,1.0,1.0,33.0,1001648.0,1001500031.0,SoHo-TriBeCa-Civic Center-Little Italy                                     ,11728.0,56.0,4.0,32.0,1.0,,,
808,St. Nicholas Neighborhood Preservation Corporation,Y,N,N,N,N,,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"11 Catherine Street, 3rd Fl",Brooklyn,N,11211.0,,,"{'latitude': '40.713264', 'longitude': '-73.937387'}",BROOKLYN ,40.713264,-73.937387,1.0,34.0,481.0,3331619.0,3029210023.0,East Williamsburg                                                          ,17613.0,36.0,2.0,30.0,56.0,,,
809,Amyotrophic Lateral Sclerosis Association - Greater New York Chapter,N,N,Y,N,N,2126197409.0,8006728857.0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"116 John Street, Suite 1304",New York,N,10038.0,http://www.als-ny.org,Greater New York Chapter,"{'latitude': '40.707605', 'longitude': '-74.00572'}",MANHATTAN,40.707605,-74.00572,1.0,1.0,1502.0,1001126.0,1000690032.0,Battery Park City-Lower Manhattan                                          ,13096.0,56.0,4.0,32.0,1.0,N,,
810,Rosedale Senior Citizens Club,N,N,N,Y,N,,7185258899.0,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"135-01 Brookeville Blvd.,",Rosedale,N,11422.0,,,,,,,,,,,,,,,,,,,,
811,Myasthenia Gravis Foundation,Y,N,N,N,Y,,5165380738.0,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,PO Box 40,Stony Brook,N,11790.0,http://mgfametrony.homestead.com/nymgmgfa.html,"Myasthenia Gravis is a highly misdiagnosed autoimmune neuromuscular disease in which communication between nerve and muscle is impaired, causing weakness.  Its primary symptoms are erratic. The most common symptoms, alone or in any combination are:  droopy eye lid(s), weak arms, hands, neck, face or legs, difficulty chewing, smiling, swallowing, talking, breathing, blurred or double vision or undue fatigue.  It can strike anyone at any age.  MG can masquerade as over-work, under-rest, anemia, vitamin deficiency, disease of the involved organ(s), or even emotional disturbances.  Its cause is unknown.  There is no cure. 

The MGFA, a charitable non-profit organization, was formed to serve patient needs, promote awareness and provide for research.",,,,,,,,,,,,,,,,Y,,Long Island
812,Astella Development Corporation,Y,N,N,N,N,7189968759.0,7182664653.0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,1618 Mermaid Avenue,Brooklyn,N,11224.0,http://www.astelladevelopment.org/,"Astella Development Corporation is a not-for-profit community based organization dedicated to providing affordable housing, commercial revitalization, & economic development, and improving the quality of life in Coney Island, Brooklyn.","{'latitude': '40.576703', 'longitude': '-73.984006'}",BROOKLYN ,40.576703,-73.984006,13.0,47.0,326.0,3189584.0,3070620005.0,Seagate-Coney Island                                                       ,18184.0,21.0,2.0,45.0,35.0,N,,
813,Seedco,N,N,Y,N,N,,2124730255.0,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Published,"915 Broadway, 17th Fl",New York,N,10010.0,http://www.seedco.org,,"{'latitude': '40.739644', 'longitude': '-73.989654'}",MANHATTAN,40.739644,-73.989654,5.0,2.0,52.0,1016226.0,1008490070.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,12073.0,11.0,4.0,50.0,7.0,,,
814,"CancerCare, Inc.",Y,Y,Y,Y,Y,2127128495.0,8008134673.0,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,275 Seventh Avenue,New York,N,10001.0,http://www.cancercare.org/,"CancerCare provides free professional counseling, educational programs, financial assistance and practical help to people with cancer, their loved ones, and health care professionals across the country. CancerCare's diverse programming and services are designed to meet the specific needs of men, women and c","{'latitude': '40.745743', 'longitude': '-73.994435'}",MANHATTAN,40.745743,-73.994435,4.0,3.0,91.0,1015000.0,1008010001.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,11722.0,12.0,4.0,10.0,7.0,N,,
