,organizationname,brooklyn,bronx,manhattan,queens,staten_island,fax,phone,aging,anti_discrimination_human_rights,arts_culture,business,child_care_parent_information,community_service_volunteerism,counseling_support_groups,disabilities,domestic_violence,education,employment_job_training,health,homelessness,housing,immigration,legal_services,lesbian_gay_bisexual_and_or_transgender,personal_finance_financial_education,professional_association,veterans_military_families,victim_services,youth_services,faith_based_organization,foundation,is_registered_with_the_attorney_general_s_office,new_york_city_agency,none_of_the_above,nonprofit,other_government_organization,published,address1,city,url,nourl,description,outsideloc,location_1,borough,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta,address2,postcode,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,outsidelocdesc
831,Dwa Fanm,Y,N,N,N,N,7182303194.0,7182304027.0,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Published,PO BOX 23505,Brooklyn,http://www.dwafanm.org,N,"Dwa Fanm (meaning ""Women's Rights"" in Haitien Creole) is a Haitian Women's rights organization committed to empowering all women and gilrs wiht the freedom to define and control thier own lives. Through advocacy and grassroots programs, Dwa Fanm works to end discrimination, violence and other forms of justice here an abroad.",N,,,,,,,,,,,,11202.0,,,,,,
832,"Kingsbridge Heights Community Center, Inc.",N,Y,N,N,N,,7188840700.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,3101 Kingsbridge Terrace,Bronx,http://www.khcc-nyc.org/,,"Our programs are offered for all members of the community. We have programs for all ages: early childhood, youths, adults and seniors.",,"{'latitude': '40.877505', 'longitude': '-73.90033'}",BRONX    ,40.877505,-73.90033,8.0,14.0,277.0,2015788.0,2032570111.0,Van Cortlandt Village                                                      ,,10463.0,11272.0,48.0,5.0,29.0,33.0,
833,Ozanam Hall of Queens Nursing Home,N,N,N,N,N,,7184232000.0,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,42-41 201 St.,Bayside,http://www.ozanamhall.org/,,"There's no place like home and that is just what our sick and frail elderly residents have been calling Ozanam Hall in Queens, New York for the past 30 years. Guided by the Carmelite Mission to bring dignity and quality of life to the care of the elderly ",,,,,,,,,,,,,,,,,,,
834,Jewish Institute of Queens,N,N,N,Y,N,,7186426800.0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,60-05 Woodhaven Boulevard,Elmhurst,http://queensgymnasia.org/index.html,,The Jewish Institute of Queens is an exciting and innovative place for children to grow and learn. The entire staff is dedicated to providing an education that will prepare every child for future academic success. ,,"{'latitude': '40.731256', 'longitude': '-73.871561'}",QUEENS   ,40.731256,-73.871561,6.0,29.0,687.0,4072178.0,4030880001.0,Rego Park                                                                  ,,11373.0,14784.0,40.0,3.0,28.0,70.0,
835,Addiction Research and Treatment Corp.,Y,N,Y,N,N,,7182602900.0,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,22 Chapel Street,BROOKLYN,http://www.artcny.org,N,SUBSTANCE ABUSE TREATMENT PROGRAM,N,"{'latitude': '40.697243', 'longitude': '-73.986217'}",BROOKLYN ,40.697243,-73.986217,2.0,33.0,13.0,3000208.0,3001190055.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,,11201.0,16865.0,68.0,2.0,38.0,54.0,
836,Women's National Republican Club,N,N,Y,N,N,2129778972.0,2125825454.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Published,3 West 51 St.,New York,http://www.wnrc.org,,"The Women's National Republican Club is unique. It is the oldest national club for Republican women and the only one to provide its members with a Clubhouse. The Clubhouse is owned by the Club's members, and the Club is a separate entity not officially or",,,,,,,,,,,,,,,,,,,
837,Socrates Sculpture Park,N,N,N,Y,N,,7189561819.0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,P.O. Box 6259,Long Island City,http://www.socratessculpturepark.org/,,,,,,,,,,,,,,,,,,,,,
838,Trinity Lutheran Church,N,N,Y,N,N,2126639675.0,2122227045.0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,164 West 100th Street,New York,http://www.trinitylutheranNYC.org,N,"Trinity Lutheran Church seeks to bridge the social, economic, and cultural distances between our neighbors.  We consider no one a stranger and sponsor programs to serve those who are becoming increasingly marginalized, specifically those who are poor, lower income, undocumented, and/or
homeless.  These programs are offered with no spiritual strings attached.",N,"{'latitude': '40.796423', 'longitude': '-73.967972'}",MANHATTAN,40.796423,-73.967972,7.0,7.0,185.0,1055907.0,1018520059.0,Upper West Side                                                            ,,10025.0,12422.0,20.0,4.0,23.0,15.0,
839,Neighborhood Women of Williamsburg/Greenpoint,Y,N,N,N,N,7183880285.0,7183886666.0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,249 Manhattan Ave.,Brooklyn,,,"Currently giving educational support to youth who have dropped out, NWWG Historically grew out of a desire to provide support, information, recognition, and assistance for low- and moderate-income women working to improve their quality of life, their fami",,,,,,,,,,,,,,,,,,,
840,Women for Hire,N,N,Y,N,N,,2122902600.0,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,545 8th Ave,New York,http://www.womenforhire.com,N,"Founded in 1999 as the first and only company devoted to a comprehensive array of recruitment services for women, Women For Hire offers signature career expos, inspiring speeches and seminars, a popular career-focused magazine and customized marketing pro",N,"{'latitude': '40.754296', 'longitude': '-73.991944'}",MANHATTAN,40.754296,-73.991944,4.0,3.0,111.0,1013622.0,1007610033.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,% DORA DVIR,10018.0,12080.0,12.0,4.0,10.0,8.0,
841,Mayor's Office for People with Disabilities,Y,Y,Y,Y,Y,,2126399675.0,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Published,,New York,http://www.nyc.gov/html/mopd/html/home/home.shtml,N,"The Mayor's Office for People with Disabilities works hand-in-hand with other City agencies to assure that the voice of the disabled community is represented and that City programs and policies address the needs of people with disabilities. We have developed a number of informative brochures and directories that detail programs, services, activities, and other resources that are accessible to people with disabilities. In addition, we work with organizations on specific issues affecting people with disabilities, and arrange activities and events that aim to bring about dialog that leads to meaningful outcomes.",N,,,,,,,,,,,,,,,,,,
842,MercyFirst,Y,N,N,Y,N,,7182321500.0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,525 Convent Road,Syosset,http://www.mercyfirst.org/,,"MercyFirst is one of New York’s leading not-for-profit human service agencies serving more than 4,000 children, teenagers and families each year in Brooklyn, Queens, Nassau and Suffolk counties.

Founded by the Sisters of Mercy as sister orphanages, Angel",,,,,,,,,,,,,11791.0,,,,,,
843,Women's City Club of New York,N,N,Y,N,N,2122284665.0,2123538070.0,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,307 Seventh Avenue,New York,http://www.wccny.org,N,"Since its founding by suffragists in 1915, the Womenâ€™s City Club has worked to shape public policy that promotes responsive government and improves the lives of all New Yorkers. A nonpartisan, nonprofit organization, the WCC pursues a multi-issue agenda through education, issue analysis, advocacy and civic participation.",N,"{'latitude': '40.746869', 'longitude': '-73.993616'}",MANHATTAN,40.746869,-73.993616,5.0,3.0,95.0,1015061.0,1008030004.0,Midtown-Midtown South                                                      ,Suite 1403,10001.0,11722.0,11.0,4.0,10.0,7.0,
844,"FRIA, Inc,",Y,Y,Y,Y,Y,2127326945.0,2127325667.0,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"18 John Street, Suite 905",New York,http://www.fria.org,N,FRIA is the leading independent provider of information on all aspects of long term health care in New York State.,N,"{'latitude': '40.709883', 'longitude': '-74.008931'}",MANHATTAN,40.709883,-74.008931,1.0,1.0,1502.0,1001097.0,1000650007.0,Battery Park City-Lower Manhattan                                          ,,10038.0,13096.0,56.0,4.0,32.0,1.0,
845,National Council for Research on Women,N,N,Y,N,N,2127857850.0,2127857335.0,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Published,11 Hanover Square,New York,http://www.ncrw.org/,N,"The National Council for Research on Women is a network of 120 research, policy and advocacy centers dedicated to improving the lives of women and girls both nationally and globally.

With a Corporate Circle of major companies and a Presidents Circle of current and former leaders from higher education, NCRW works across sectors to eliminate barriers to women's and girls' advancement.

Through programs such as its Big Five campaign focused on economic security, health, education, violence and immigration, NCRW works to raise public awareness about current disparities in the economy, workplace and society and to share best practices on how to narrow the gender gap.

At its annual conference, Awards Dinner, and special events throughout the year, the Council hosts panels and strategic consultations about cutting edge issues. NCRW also conducts ad hoc research for key stakeholders and partners and brings the research community closer to policymakers and change agents across silos and areas of expertise.

The overarching aim of NCRW's work is to bring about transformative change that moves toward a more equitable, inclusive and sustainable future.",N,"{'latitude': '40.705371', 'longitude': '-74.008516'}",MANHATTAN,40.705371,-74.008516,1.0,1.0,7.0,1000833.0,1000280012.0,Battery Park City-Lower Manhattan                                          ,24th Floor,10005.0,11726.0,56.0,4.0,32.0,1.0,
846,Shorefront YM-YWHA,Y,N,N,N,N,7186460376.0,7186461444.0,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Published,3300 Coney Island Avenue,Brooklyn,http://shorefronty.org,N,Community center and settlement house serving south Brooklyn with programming and services for people of all ages.  Specialty is serving Russian speaking immigrants and their families.,N,"{'latitude': '40.575607', 'longitude': '-73.959463'}",BROOKLYN ,40.575607,-73.959463,13.0,48.0,36002.0,3326880.0,3086930001.0,Brighton Beach                                                             ,,11235.0,13826.0,21.0,2.0,15.0,35.0,
847,YMCA of Greater New York,Y,Y,Y,Y,Y,,2126309729.0,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,,New York,,N,,N,,,,,,,,,,,,10023.0,,,,,,
848,"InnerAction Plus, Inc.",N,N,Y,N,N,,2127323091.0,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,P.O.Box 867,New York,http://www.inneractionplus.org,N,"human developement, particularly older adults",N,,,,,,,,,,,,10274.0,,,,,,
849,International Association of Administrative Professionals,Y,N,N,N,N,,2128395313.0,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Published,66 Chestnut St.,Brooklyn,,N,,N,,,,,,,,,,,,,,,,,,
850,"National Council of Women of the United States, Inc.",N,N,Y,N,N,2129720164.0,2126971278.0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"777 U. N. Plaza, 7th Fl.",New York,http://www.womensorganizations.org/index.php?option=com_content&task=view&id=12&Itemid=41,,"The National Council of Women’s Organizations is the leading coalition that makes fighting for women’s rights more effective by working together.  Every day, NCWO highlights and promotes the diverse work of our more than 200 member organizations represent",,,,,,,,,,,,,,,,,,,
851,La Leche League of Marine Park/Madison,Y,N,N,N,N,,7183393806.0,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,,Brooklyn,http://llli.org,N,Breastfeeding Support for mother and baby. Free monthly support group and telephone help.,Y,,,,,,,,,,,,11229.0,,,,,,All over the US and Internationally
852,NYC Public Design Commission,Y,Y,Y,Y,Y,,2126399675.0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Published,,New York,http://nyc.gov/html/artcom/html/home/home.shtml,N,"Established in 1898 as the Art Commission, New York City's design review agency was renamed the Design Commission in July 2008 to better reflect its mission. The Design Commission reviews permanent works of art, architecture and landscape architecture proposed on or over City-owned property. Projects include construction, renovation or restoration of buildings, such as museums and libraries; creation or rehabilitation of parks and playgrounds; installation of lighting and other streetscape elements; and design, installation and conservation of artwork.",N,,,,,,,,,,,,,,,,,,
853,Landmarks Preservation Commission,Y,Y,Y,Y,Y,,2126399675.0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Published,,New York,,N,The Landmarks Preservation Commission is the New York City agency that is responsible for identifying and designating the City's landmarks and the buildings in the City's historic districts. The Commission also regulates changes to designated buildings. The agency consists of eleven Commissioners and a full-time staff.,N,,,,,,,,,,,,,,,,,,
854,"Vannguard Urban Improvement Association, Inc.",Y,N,N,N,N,,7184533330.0,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,"613-619 Throop Avenue, 3rd Fl.",Brooklyn,,,,,"{'latitude': '40.680919', 'longitude': '-73.940518'}",BROOKLYN ,40.680919,-73.940518,3.0,36.0,273.0,3053556.0,3018560001.0,Stuyvesant Heights                                                         ,,11216.0,17618.0,69.0,2.0,49.0,51.0,
855,New Genesis Worldwide Inc,N,N,N,Y,N,7184680281.0,7188208940.0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,65-64 Parsons Blvd,Flushing,,Y,Childrens after school learning program,N,"{'latitude': '40.734716', 'longitude': '-73.810635'}",QUEENS   ,40.734716,-73.810635,8.0,24.0,122702.0,4455420.0,4067920030.0,Pomonok-Flushing Heights-Hillcrest                                         ,Suite 1A,11365.0,14507.0,25.0,3.0,24.0,65.0,
856,North Brooklyn Coalition Against Family Violence ( the Coalition),Y,N,N,N,N,7183029090.0,7183024073.0,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Published,,Brooklyn,http://www.northbrooklyncoalition.org,N,"The Coalition provides the following services for women and their minor children who are affected by domestic violence: crisis intervention services with an emphasis on safety planning, individual and support groups counseling,escort to criminal and family courts and police precincts,home visits,advocacy,information and referrals, assistance in filing the Crime Victim Board (CVB) compensation claim applications,workshops for the community to raise awareness about Domestic violence.",N,,,,,,,,,,,,,,,,,,
857,LD Resources Foundation,N,N,Y,N,N,,6467010000.0,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,31 East 31st Street,New York,http://www.ldrfa.org,N,"The LD Resources Foundation is a committed to overcoming barriers, and providing access to knowledge, for adults with learning disabilities. We provide awards to students with LD to assist them in their studies in college. In addition, we are undertaking new projects to assist this population.",N,"{'latitude': '40.74572', 'longitude': '-73.983991'}",MANHATTAN,40.74572,-73.983991,5.0,2.0,74.0,1016990.0,1008610027.0,Midtown-Midtown South                                                      ,Suite 607,10016.0,12078.0,11.0,4.0,50.0,8.0,
858,National Organization for Women-Brooklyn,Y,N,N,N,N,,7189517441.0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,2355 E. 12th St. #5M,Brooklyn,http://www.brooklynnow.org,,"Brooklyn-Queens NOW is a grass roots, civil rights organization dedicated to women's rights issues.",,,,,,,,,,,,,,,,,,,
859,Metastatic Breast Cancer Network,N,N,Y,N,N,,8885000370.0,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,PO Box 1449,New York,http://www.mbcnetwork.org,N,MBCN is a national independent advocacy group of and for individuals with metastatic breast cancer. We give those living with stage 4 breast cancer a greater voice in the breast cancer community. MBCN is dedicated to helping those with metastatic breast cancer be their own advocate through providing education and information on treatments and coping with the disease.,N,,,,,,,,,,,,10159.0,,,,,,
